count,nodata,grid_id,station_name,buffer_km,valid_pixels,nodata_pixels,total_pixels,prop_nodata
44,77.0,23192,Aisa FM,20.0,44,77.0,121.0,0.6363636363636364
64,56.0,23022,Aisa FM,20.0,64,56.0,120.0,0.4666666666666667
37,84.0,23870,Aisa FM,20.0,37,84.0,121.0,0.6942148760330579
32,89.0,24211,Aisa FM,20.0,32,89.0,121.0,0.7355371900826446
59,62.0,24041,Aisa FM,20.0,59,62.0,121.0,0.512396694214876
17,104.0,23871,Aisa FM,20.0,17,104.0,121.0,0.859504132231405
39,82.0,24212,Aisa FM,20.0,39,82.0,121.0,0.6776859504132231
50,71.0,24042,Aisa FM,20.0,50,71.0,121.0,0.5867768595041323
27,94.0,23872,Aisa FM,20.0,27,94.0,121.0,0.7768595041322314
42,79.0,24213,Aisa FM,20.0,42,79.0,121.0,0.6528925619834711
24,97.0,24043,Aisa FM,20.0,24,97.0,121.0,0.8016528925619835
48,73.0,23873,Aisa FM,20.0,48,73.0,121.0,0.6033057851239669
32,78.0,23700,Aisa FM,20.0,32,78.0,110.0,0.7090909090909091
60,61.0,23530,Aisa FM,20.0,60,61.0,121.0,0.5041322314049587
36,85.0,23360,Aisa FM,20.0,36,85.0,121.0,0.7024793388429752
54,56.0,23701,Aisa FM,20.0,54,56.0,110.0,0.509090909090909
51,70.0,23531,Aisa FM,20.0,51,70.0,121.0,0.5785123966942148
64,57.0,23361,Aisa FM,20.0,64,57.0,121.0,0.47107438016528924
44,66.0,23702,Aisa FM,20.0,44,66.0,110.0,0.6
59,62.0,23532,Aisa FM,20.0,59,62.0,121.0,0.512396694214876
76,45.0,23362,Aisa FM,20.0,76,45.0,121.0,0.371900826446281
70,40.0,23703,Aisa FM,20.0,70,40.0,110.0,0.36363636363636365
62,49.0,22852,Aisa FM,20.0,62,49.0,111.0,0.44144144144144143
38,83.0,22682,Aisa FM,20.0,38,83.0,121.0,0.6859504132231405
35,86.0,23193,Aisa FM,20.0,35,86.0,121.0,0.7107438016528925
39,71.0,23023,Aisa FM,20.0,39,71.0,110.0,0.6454545454545455
49,72.0,22853,Aisa FM,20.0,49,72.0,121.0,0.5950413223140496
17,104.0,22683,Aisa FM,20.0,17,104.0,121.0,0.859504132231405
50,71.0,23194,Aisa FM,20.0,50,71.0,121.0,0.5867768595041323
38,72.0,23024,Aisa FM,20.0,38,72.0,110.0,0.6545454545454545
23,98.0,22854,Aisa FM,20.0,23,98.0,121.0,0.8099173553719008
41,80.0,22684,Aisa FM,20.0,41,80.0,121.0,0.6611570247933884
37,84.0,23533,Aisa FM,20.0,37,84.0,121.0,0.6942148760330579
60,61.0,23363,Aisa FM,20.0,60,61.0,121.0,0.5041322314049587
54,56.0,23704,Aisa FM,20.0,54,56.0,110.0,0.509090909090909
44,77.0,23534,Aisa FM,20.0,44,77.0,121.0,0.6363636363636364
82,39.0,23364,Aisa FM,20.0,82,39.0,121.0,0.32231404958677684
71,29.0,23705,Aisa FM,20.0,71,29.0,100.0,0.29
63,47.0,23535,Aisa FM,20.0,63,47.0,110.0,0.42727272727272725
33,77.0,23365,Aisa FM,20.0,33,77.0,110.0,0.7
66,44.0,23706,Aisa FM,20.0,66,44.0,110.0,0.4
49,72.0,23536,Aisa FM,20.0,49,72.0,121.0,0.5950413223140496
11,110.0,24214,Aisa FM,20.0,11,110.0,121.0,0.9090909090909091
38,83.0,24044,Aisa FM,20.0,38,83.0,121.0,0.6859504132231405
75,46.0,23874,Aisa FM,20.0,75,46.0,121.0,0.38016528925619836
5,105.0,24215,Aisa FM,20.0,5,105.0,110.0,0.9545454545454546
20,90.0,24045,Aisa FM,20.0,20,90.0,110.0,0.8181818181818182
20,90.0,23875,Aisa FM,20.0,20,90.0,110.0,0.8181818181818182
19,102.0,24216,Aisa FM,20.0,19,102.0,121.0,0.8429752066115702
0,121.0,24046,Aisa FM,20.0,0,121.0,121.0,1.0
7,114.0,23876,Aisa FM,20.0,7,114.0,121.0,0.9421487603305785
16,94.0,23195,Aisa FM,20.0,16,94.0,110.0,0.8545454545454545
56,51.0,23025,Aisa FM,20.0,56,51.0,107.0,0.4766355140186916
49,72.0,22855,Aisa FM,20.0,49,72.0,121.0,0.5950413223140496
50,71.0,22685,Aisa FM,20.0,50,71.0,121.0,0.5867768595041323
57,64.0,23196,Aisa FM,20.0,57,64.0,121.0,0.5289256198347108
54,49.0,23026,Aisa FM,20.0,54,49.0,103.0,0.47572815533980584
54,56.0,22856,Aisa FM,20.0,54,56.0,110.0,0.509090909090909
47,63.0,22686,Aisa FM,20.0,47,63.0,110.0,0.5727272727272728
63,58.0,23197,Aisa FM,20.0,63,58.0,121.0,0.4793388429752066
38,72.0,23027,Aisa FM,20.0,38,72.0,110.0,0.6545454545454545
10,111.0,23366,Aisa FM,20.0,10,111.0,121.0,0.9173553719008265
1,109.0,23707,Aisa FM,20.0,1,109.0,110.0,0.990909090909091
10,111.0,23537,Aisa FM,20.0,10,111.0,121.0,0.9173553719008265
51,70.0,23367,Aisa FM,20.0,51,70.0,121.0,0.5785123966942148
2,108.0,23708,Aisa FM,20.0,2,108.0,110.0,0.9818181818181818
25,96.0,23538,Aisa FM,20.0,25,96.0,121.0,0.7933884297520661
44,77.0,23368,Aisa FM,20.0,44,77.0,121.0,0.6363636363636364
54,67.0,22857,Aisa FM,20.0,54,67.0,121.0,0.5537190082644629
58,63.0,22687,Aisa FM,20.0,58,63.0,121.0,0.5206611570247934
51,70.0,23198,Aisa FM,20.0,51,70.0,121.0,0.5785123966942148
15,95.0,23028,Aisa FM,20.0,15,95.0,110.0,0.8636363636363636
57,64.0,22858,Aisa FM,20.0,57,64.0,121.0,0.5289256198347108
60,61.0,22688,Aisa FM,20.0,60,61.0,121.0,0.5041322314049587
34,76.0,23029,Aisa FM,20.0,34,76.0,110.0,0.6909090909090909
56,65.0,22859,Aisa FM,20.0,56,65.0,121.0,0.5371900826446281
46,75.0,22689,Aisa FM,20.0,46,75.0,121.0,0.6198347107438017
16,94.0,24549,Aisa FM,20.0,16,94.0,110.0,0.8545454545454545
15,106.0,24379,Aisa FM,20.0,15,106.0,121.0,0.8760330578512396
7,114.0,24890,Aisa FM,20.0,7,114.0,121.0,0.9421487603305785
61,60.0,24720,Aisa FM,20.0,61,60.0,121.0,0.49586776859504134
56,54.0,24550,Aisa FM,20.0,56,54.0,110.0,0.4909090909090909
64,57.0,24380,Aisa FM,20.0,64,57.0,121.0,0.47107438016528924
42,79.0,24891,Aisa FM,20.0,42,79.0,121.0,0.6528925619834711
48,73.0,24721,Aisa FM,20.0,48,73.0,121.0,0.6033057851239669
28,82.0,24551,Aisa FM,20.0,28,82.0,110.0,0.7454545454545455
35,86.0,24381,Aisa FM,20.0,35,86.0,121.0,0.7107438016528925
72,49.0,25230,Aisa FM,20.0,72,49.0,121.0,0.4049586776859504
20,101.0,25060,Aisa FM,20.0,20,101.0,121.0,0.8347107438016529
7,114.0,25061,Aisa FM,20.0,7,114.0,121.0,0.9421487603305785
12,109.0,25062,Aisa FM,20.0,12,109.0,121.0,0.9008264462809917
72,49.0,24892,Aisa FM,20.0,72,49.0,121.0,0.4049586776859504
48,73.0,24722,Aisa FM,20.0,48,73.0,121.0,0.6033057851239669
44,66.0,24552,Aisa FM,20.0,44,66.0,110.0,0.6
42,79.0,24382,Aisa FM,20.0,42,79.0,121.0,0.6528925619834711
53,68.0,24893,Aisa FM,20.0,53,68.0,121.0,0.5619834710743802
28,93.0,24723,Aisa FM,20.0,28,93.0,121.0,0.768595041322314
44,66.0,24553,Aisa FM,20.0,44,66.0,110.0,0.6
61,60.0,24383,Aisa FM,20.0,61,60.0,121.0,0.49586776859504134
36,85.0,24724,Aisa FM,20.0,36,85.0,121.0,0.7024793388429752
49,61.0,24554,Aisa FM,20.0,49,61.0,110.0,0.5545454545454546
56,65.0,24384,Aisa FM,20.0,56,65.0,121.0,0.5371900826446281
26,74.0,24555,Aisa FM,20.0,26,74.0,100.0,0.74
56,54.0,24385,Aisa FM,20.0,56,54.0,110.0,0.4909090909090909
0,121.0,24047,Aisa FM,20.0,0,121.0,121.0,1.0
0,121.0,23877,Aisa FM,20.0,0,121.0,121.0,1.0
24,97.0,22475,Aisa FM,25.0,24,97.0,121.0,0.8016528925619835
59,62.0,22305,Aisa FM,25.0,59,62.0,121.0,0.512396694214876
78,43.0,22135,Aisa FM,25.0,78,43.0,121.0,0.35537190082644626
70,51.0,22476,Aisa FM,25.0,70,51.0,121.0,0.4214876033057851
50,71.0,22306,Aisa FM,25.0,50,71.0,121.0,0.5867768595041323
39,71.0,21965,Aisa FM,25.0,39,71.0,110.0,0.6454545454545455
43,78.0,21795,Aisa FM,25.0,43,78.0,121.0,0.6446280991735537
25,96.0,21625,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661
60,50.0,21966,Aisa FM,25.0,60,50.0,110.0,0.45454545454545453
84,37.0,21796,Aisa FM,25.0,84,37.0,121.0,0.30578512396694213
75,46.0,21456,Aisa FM,25.0,75,46.0,121.0,0.38016528925619836
52,58.0,21286,Aisa FM,25.0,52,58.0,110.0,0.5272727272727272
75,46.0,21116,Aisa FM,25.0,75,46.0,121.0,0.38016528925619836
67,54.0,21457,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372
70,40.0,21287,Aisa FM,25.0,70,40.0,110.0,0.36363636363636365
87,34.0,21117,Aisa FM,25.0,87,34.0,121.0,0.2809917355371901
74,47.0,20947,Aisa FM,25.0,74,47.0,121.0,0.3884297520661157
83,38.0,22136,Aisa FM,25.0,83,38.0,121.0,0.3140495867768595
55,66.0,22477,Aisa FM,25.0,55,66.0,121.0,0.5454545454545454
65,56.0,22307,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719
64,57.0,22137,Aisa FM,25.0,64,57.0,121.0,0.47107438016528924
59,62.0,22478,Aisa FM,25.0,59,62.0,121.0,0.512396694214876
23,98.0,22308,Aisa FM,25.0,23,98.0,121.0,0.8099173553719008
62,59.0,22138,Aisa FM,25.0,62,59.0,121.0,0.48760330578512395
29,92.0,22479,Aisa FM,25.0,29,92.0,121.0,0.7603305785123967
63,58.0,22309,Aisa FM,25.0,63,58.0,121.0,0.4793388429752066
70,51.0,22139,Aisa FM,25.0,70,51.0,121.0,0.4214876033057851
24,97.0,21626,Aisa FM,25.0,24,97.0,121.0,0.8016528925619835
56,54.0,21967,Aisa FM,25.0,56,54.0,110.0,0.4909090909090909
83,38.0,21797,Aisa FM,25.0,83,38.0,121.0,0.3140495867768595
93,28.0,21627,Aisa FM,25.0,93,28.0,121.0,0.23140495867768596
71,39.0,21968,Aisa FM,25.0,71,39.0,110.0,0.35454545454545455
77,44.0,21798,Aisa FM,25.0,77,44.0,121.0,0.36363636363636365
67,54.0,21628,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372
75,35.0,21969,Aisa FM,25.0,75,35.0,110.0,0.3181818181818182
56,65.0,21799,Aisa FM,25.0,56,65.0,121.0,0.5371900826446281
66,55.0,21629,Aisa FM,25.0,66,55.0,121.0,0.45454545454545453
61,60.0,20777,Aisa FM,25.0,61,60.0,121.0,0.49586776859504134
84,37.0,20607,Aisa FM,25.0,84,37.0,121.0,0.30578512396694213
58,63.0,20778,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934
65,56.0,20608,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719
78,32.0,20438,Aisa FM,25.0,78,32.0,110.0,0.2909090909090909
27,94.0,20779,Aisa FM,25.0,27,94.0,121.0,0.7768595041322314
75,46.0,20268,Aisa FM,25.0,75,46.0,121.0,0.38016528925619836
56,65.0,20269,Aisa FM,25.0,56,65.0,121.0,0.5371900826446281
66,55.0,20099,Aisa FM,25.0,66,55.0,121.0,0.45454545454545453
87,34.0,21458,Aisa FM,25.0,87,34.0,121.0,0.2809917355371901
44,66.0,21288,Aisa FM,25.0,44,66.0,110.0,0.6
37,84.0,21118,Aisa FM,25.0,37,84.0,121.0,0.6942148760330579
52,69.0,20948,Aisa FM,25.0,52,69.0,121.0,0.5702479338842975
64,57.0,21459,Aisa FM,25.0,64,57.0,121.0,0.47107438016528924
84,26.0,21289,Aisa FM,25.0,84,26.0,110.0,0.23636363636363636
61,60.0,21119,Aisa FM,25.0,61,60.0,121.0,0.49586776859504134
70,51.0,20949,Aisa FM,25.0,70,51.0,121.0,0.4214876033057851
75,46.0,21460,Aisa FM,25.0,75,46.0,121.0,0.38016528925619836
57,53.0,21290,Aisa FM,25.0,57,53.0,110.0,0.4818181818181818
65,56.0,21120,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719
57,64.0,20950,Aisa FM,25.0,57,64.0,121.0,0.5289256198347108
23,87.0,21461,Aisa FM,25.0,23,87.0,110.0,0.7909090909090909
58,42.0,21291,Aisa FM,25.0,58,42.0,100.0,0.42
49,61.0,21121,Aisa FM,25.0,49,61.0,110.0,0.5545454545454546
72,38.0,20951,Aisa FM,25.0,72,38.0,110.0,0.34545454545454546
10,111.0,21462,Aisa FM,25.0,10,111.0,121.0,0.9173553719008265
80,30.0,21292,Aisa FM,25.0,80,30.0,110.0,0.2727272727272727
76,45.0,21122,Aisa FM,25.0,76,45.0,121.0,0.371900826446281
79,42.0,20952,Aisa FM,25.0,79,42.0,121.0,0.34710743801652894
65,56.0,22480,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719
60,61.0,22310,Aisa FM,25.0,60,61.0,121.0,0.5041322314049587
42,79.0,22140,Aisa FM,25.0,42,79.0,121.0,0.6528925619834711
19,91.0,22481,Aisa FM,25.0,19,91.0,110.0,0.8272727272727273
66,44.0,22311,Aisa FM,25.0,66,44.0,110.0,0.4
65,45.0,22141,Aisa FM,25.0,65,45.0,110.0,0.4090909090909091
31,90.0,22482,Aisa FM,25.0,31,90.0,121.0,0.743801652892562
67,54.0,22312,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372
70,51.0,22142,Aisa FM,25.0,70,51.0,121.0,0.4214876033057851
0,121.0,22483,Aisa FM,25.0,0,121.0,121.0,1.0
75,35.0,21970,Aisa FM,25.0,75,35.0,110.0,0.3181818181818182
67,54.0,21800,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372
85,36.0,21630,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248
45,55.0,21971,Aisa FM,25.0,45,55.0,100.0,0.55
52,58.0,21801,Aisa FM,25.0,52,58.0,110.0,0.5272727272727272
66,44.0,21631,Aisa FM,25.0,66,44.0,110.0,0.4
32,78.0,21972,Aisa FM,25.0,32,78.0,110.0,0.7090909090909091
64,57.0,21802,Aisa FM,25.0,64,57.0,121.0,0.47107438016528924
48,73.0,21632,Aisa FM,25.0,48,73.0,121.0,0.6033057851239669
9,101.0,21973,Aisa FM,25.0,9,101.0,110.0,0.9181818181818182
0,121.0,21463,Aisa FM,25.0,0,121.0,121.0,1.0
24,86.0,21293,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819
43,78.0,21123,Aisa FM,25.0,43,78.0,121.0,0.6446280991735537
87,34.0,20953,Aisa FM,25.0,87,34.0,121.0,0.2809917355371901
0,121.0,21464,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,21294,Aisa FM,25.0,0,110.0,110.0,1.0
0,121.0,21124,Aisa FM,25.0,0,121.0,121.0,1.0
64,57.0,20954,Aisa FM,25.0,64,57.0,121.0,0.47107438016528924
78,43.0,21465,Aisa FM,25.0,78,43.0,121.0,0.35537190082644626
7,103.0,21295,Aisa FM,25.0,7,103.0,110.0,0.9363636363636364
12,109.0,22313,Aisa FM,25.0,12,109.0,121.0,0.9008264462809917
2,119.0,22143,Aisa FM,25.0,2,119.0,121.0,0.9834710743801653
25,96.0,22484,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661
3,118.0,22314,Aisa FM,25.0,3,118.0,121.0,0.9752066115702479
3,118.0,22144,Aisa FM,25.0,3,118.0,121.0,0.9752066115702479
59,62.0,22485,Aisa FM,25.0,59,62.0,121.0,0.512396694214876
57,64.0,22315,Aisa FM,25.0,57,64.0,121.0,0.5289256198347108
61,60.0,22145,Aisa FM,25.0,61,60.0,121.0,0.49586776859504134
53,68.0,22486,Aisa FM,25.0,53,68.0,121.0,0.5619834710743802
75,46.0,22316,Aisa FM,25.0,75,46.0,121.0,0.38016528925619836
13,108.0,21803,Aisa FM,25.0,13,108.0,121.0,0.8925619834710744
0,121.0,21633,Aisa FM,25.0,0,121.0,121.0,1.0
6,104.0,21974,Aisa FM,25.0,6,104.0,110.0,0.9454545454545454
46,75.0,21804,Aisa FM,25.0,46,75.0,121.0,0.6198347107438017
25,96.0,21634,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661
60,50.0,21975,Aisa FM,25.0,60,50.0,110.0,0.45454545454545453
78,43.0,21805,Aisa FM,25.0,78,43.0,121.0,0.35537190082644626
64,57.0,21635,Aisa FM,25.0,64,57.0,121.0,0.47107438016528924
67,43.0,21976,Aisa FM,25.0,67,43.0,110.0,0.39090909090909093
27,94.0,21806,Aisa FM,25.0,27,94.0,121.0,0.7768595041322314
0,121.0,21125,Aisa FM,25.0,0,121.0,121.0,1.0
9,112.0,20955,Aisa FM,25.0,9,112.0,121.0,0.9256198347107438
40,81.0,21466,Aisa FM,25.0,40,81.0,121.0,0.6694214876033058
0,110.0,21296,Aisa FM,25.0,0,110.0,110.0,1.0
0,121.0,21126,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20956,Aisa FM,25.0,0,121.0,121.0,1.0
38,83.0,21467,Aisa FM,25.0,38,83.0,121.0,0.6859504132231405
40,70.0,21297,Aisa FM,25.0,40,70.0,110.0,0.6363636363636364
0,121.0,21127,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20957,Aisa FM,25.0,0,121.0,121.0,1.0
49,72.0,22146,Aisa FM,25.0,49,72.0,121.0,0.5950413223140496
68,53.0,22487,Aisa FM,25.0,68,53.0,121.0,0.4380165289256198
29,92.0,22317,Aisa FM,25.0,29,92.0,121.0,0.7603305785123967
26,95.0,22147,Aisa FM,25.0,26,95.0,121.0,0.7851239669421488
1,109.0,22488,Aisa FM,25.0,1,109.0,110.0,0.990909090909091
15,95.0,22318,Aisa FM,25.0,15,95.0,110.0,0.8636363636363636
43,67.0,22148,Aisa FM,25.0,43,67.0,110.0,0.6090909090909091
15,106.0,22489,Aisa FM,25.0,15,106.0,121.0,0.8760330578512396
35,86.0,22319,Aisa FM,25.0,35,86.0,121.0,0.7107438016528925
66,55.0,22149,Aisa FM,25.0,66,55.0,121.0,0.45454545454545453
68,53.0,21636,Aisa FM,25.0,68,53.0,121.0,0.4380165289256198
66,44.0,21977,Aisa FM,25.0,66,44.0,110.0,0.4
85,36.0,21807,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248
24,97.0,21637,Aisa FM,25.0,24,97.0,121.0,0.8016528925619835
9,91.0,21978,Aisa FM,25.0,9,91.0,100.0,0.91
25,85.0,21808,Aisa FM,25.0,25,85.0,110.0,0.7727272727272727
10,100.0,21638,Aisa FM,25.0,10,100.0,110.0,0.9090909090909091
55,55.0,21979,Aisa FM,25.0,55,55.0,110.0,0.5
13,108.0,21809,Aisa FM,25.0,13,108.0,121.0,0.8925619834710744
4,117.0,21639,Aisa FM,25.0,4,117.0,121.0,0.9669421487603306
47,74.0,19760,Aisa FM,25.0,47,74.0,121.0,0.6115702479338843
95,26.0,20609,Aisa FM,25.0,95,26.0,121.0,0.21487603305785125
84,26.0,20439,Aisa FM,25.0,84,26.0,110.0,0.23636363636363636
14,107.0,20780,Aisa FM,25.0,14,107.0,121.0,0.8842975206611571
71,50.0,20610,Aisa FM,25.0,71,50.0,121.0,0.4132231404958678
59,51.0,20440,Aisa FM,25.0,59,51.0,110.0,0.4636363636363636
37,73.0,20781,Aisa FM,25.0,37,73.0,110.0,0.6636363636363637
44,66.0,20611,Aisa FM,25.0,44,66.0,110.0,0.6
54,46.0,20441,Aisa FM,25.0,54,46.0,100.0,0.46
85,36.0,20782,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248
74,47.0,20612,Aisa FM,25.0,74,47.0,121.0,0.3884297520661157
89,32.0,20270,Aisa FM,25.0,89,32.0,121.0,0.2644628099173554
58,63.0,20100,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934
93,28.0,19930,Aisa FM,25.0,93,28.0,121.0,0.23140495867768596
86,24.0,20271,Aisa FM,25.0,86,24.0,110.0,0.21818181818181817
24,86.0,20101,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819
43,67.0,19931,Aisa FM,25.0,43,67.0,110.0,0.6090909090909091
81,40.0,20272,Aisa FM,25.0,81,40.0,121.0,0.3305785123966942
83,38.0,20102,Aisa FM,25.0,83,38.0,121.0,0.3140495867768595
11,110.0,19932,Aisa FM,25.0,11,110.0,121.0,0.9090909090909091
35,86.0,20273,Aisa FM,25.0,35,86.0,121.0,0.7107438016528925
50,60.0,19761,Aisa FM,25.0,50,60.0,110.0,0.5454545454545454
65,35.0,19591,Aisa FM,25.0,65,35.0,100.0,0.35
0,121.0,19762,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,19592,Aisa FM,25.0,0,110.0,110.0,1.0
0,121.0,19422,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19763,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,19593,Aisa FM,25.0,0,110.0,110.0,1.0
15,95.0,20442,Aisa FM,25.0,15,95.0,110.0,0.8636363636363636
85,36.0,20783,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248
95,26.0,20613,Aisa FM,25.0,95,26.0,121.0,0.21487603305785125
24,86.0,20443,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819
65,56.0,20784,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719
17,104.0,20614,Aisa FM,25.0,17,104.0,121.0,0.859504132231405
3,107.0,20444,Aisa FM,25.0,3,107.0,110.0,0.9727272727272728
2,119.0,20785,Aisa FM,25.0,2,119.0,121.0,0.9834710743801653
0,121.0,20615,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,20445,Aisa FM,25.0,0,110.0,110.0,1.0
0,121.0,19423,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19253,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19764,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,19594,Aisa FM,25.0,0,110.0,110.0,1.0
4,117.0,19424,Aisa FM,25.0,4,117.0,121.0,0.9669421487603306
0,121.0,19254,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19765,Aisa FM,25.0,0,121.0,121.0,1.0
2,108.0,19595,Aisa FM,25.0,2,108.0,110.0,0.9818181818181818
2,119.0,19425,Aisa FM,25.0,2,119.0,121.0,0.9834710743801653
0,121.0,19255,Aisa FM,25.0,0,121.0,121.0,1.0
81,40.0,20103,Aisa FM,25.0,81,40.0,121.0,0.3305785123966942
25,96.0,19933,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661
1,120.0,20274,Aisa FM,25.0,1,120.0,121.0,0.9917355371900827
0,121.0,20104,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19934,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20275,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20105,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19935,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20276,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20106,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19766,Aisa FM,25.0,0,121.0,121.0,1.0
3,107.0,19596,Aisa FM,25.0,3,107.0,110.0,0.9727272727272728
0,121.0,19426,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19256,Aisa FM,25.0,0,121.0,121.0,1.0
10,111.0,19767,Aisa FM,25.0,10,111.0,121.0,0.9173553719008265
2,108.0,19597,Aisa FM,25.0,2,108.0,110.0,0.9818181818181818
0,121.0,19427,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19257,Aisa FM,25.0,0,121.0,121.0,1.0
88,22.0,19768,Aisa FM,25.0,88,22.0,110.0,0.2
1,99.0,19598,Aisa FM,25.0,1,99.0,100.0,0.99
0,121.0,20786,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20616,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,20446,Aisa FM,25.0,0,110.0,110.0,1.0
0,121.0,20787,Aisa FM,25.0,0,121.0,121.0,1.0
1,120.0,20617,Aisa FM,25.0,1,120.0,121.0,0.9917355371900827
0,110.0,20447,Aisa FM,25.0,0,110.0,110.0,1.0
13,97.0,20788,Aisa FM,25.0,13,97.0,110.0,0.8818181818181818
46,64.0,20618,Aisa FM,25.0,46,64.0,110.0,0.5818181818181818
0,100.0,20448,Aisa FM,25.0,0,100.0,100.0,1.0
79,42.0,20789,Aisa FM,25.0,79,42.0,121.0,0.34710743801652894
0,121.0,19936,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20277,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,20107,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19937,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,20278,Aisa FM,25.0,0,110.0,110.0,1.0
0,110.0,20108,Aisa FM,25.0,0,110.0,110.0,1.0
6,104.0,19938,Aisa FM,25.0,6,104.0,110.0,0.9454545454545454
45,76.0,20279,Aisa FM,25.0,45,76.0,121.0,0.628099173553719
1,120.0,20109,Aisa FM,25.0,1,120.0,121.0,0.9917355371900827
32,89.0,19939,Aisa FM,25.0,32,89.0,121.0,0.7355371900826446
0,121.0,19084,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19085,Aisa FM,25.0,0,121.0,121.0,1.0
0,121.0,19086,Aisa FM,25.0,0,121.0,121.0,1.0
0,110.0,18916,Aisa FM,25.0,0,110.0,110.0,1.0
4,117.0,19087,Aisa FM,25.0,4,117.0,121.0,0.9669421487603306
0,110.0,18917,Aisa FM,25.0,0,110.0,110.0,1.0
11,110.0,18747,Aisa FM,25.0,11,110.0,121.0,0.9090909090909091
1,109.0,19088,Aisa FM,25.0,1,109.0,110.0,0.990909090909091
0,100.0,18918,Aisa FM,25.0,0,100.0,100.0,1.0
11,110.0,18579,Aisa FM,25.0,11,110.0,121.0,0.9090909090909091
17,93.0,21468,Aisa FM,25.0,17,93.0,110.0,0.8454545454545455
2,98.0,21298,Aisa FM,25.0,2,98.0,100.0,0.98
0,110.0,21128,Aisa FM,25.0,0,110.0,110.0,1.0
2,108.0,20958,Aisa FM,25.0,2,108.0,110.0,0.9818181818181818
0,121.0,21469,Aisa FM,25.0,0,121.0,121.0,1.0
11,99.0,21299,Aisa FM,25.0,11,99.0,110.0,0.9
5,116.0,21129,Aisa FM,25.0,5,116.0,121.0,0.9586776859504132
49,72.0,20959,Aisa FM,25.0,49,72.0,121.0,0.5950413223140496
32,89.0,21470,Aisa FM,25.0,32,89.0,121.0,0.7355371900826446
74,36.0,21300,Aisa FM,25.0,74,36.0,110.0,0.32727272727272727
43,78.0,21130,Aisa FM,25.0,43,78.0,121.0,0.6446280991735537
53,68.0,20960,Aisa FM,25.0,53,68.0,121.0,0.5619834710743802
47,74.0,21471,Aisa FM,25.0,47,74.0,121.0,0.6115702479338843
72,38.0,21301,Aisa FM,25.0,72,38.0,110.0,0.34545454545454546
80,41.0,21131,Aisa FM,25.0,80,41.0,121.0,0.33884297520661155
79,42.0,20961,Aisa FM,25.0,79,42.0,121.0,0.34710743801652894
61,60.0,21472,Aisa FM,25.0,61,60.0,121.0,0.49586776859504134
59,51.0,21302,Aisa FM,25.0,59,51.0,110.0,0.4636363636363636
