count,nodata,grid_id,station_name,buffer_km,valid_pixels,nodata_pixels,total_pixels,prop_nodata
41,80.0,10484,Dwanwana FM,20.0,41,80.0,121.0,0.6611570247933884
16,105.0,10314,Dwanwana FM,20.0,16,105.0,121.0,0.8677685950413223
48,73.0,10655,Dwanwana FM,20.0,48,73.0,121.0,0.6033057851239669
51,70.0,10824,Dwanwana FM,20.0,51,70.0,121.0,0.5785123966942148
35,86.0,11165,Dwanwana FM,20.0,35,86.0,121.0,0.7107438016528925
26,84.0,10995,Dwanwana FM,20.0,26,84.0,110.0,0.7636363636363637
47,74.0,10825,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
32,89.0,11166,Dwanwana FM,20.0,32,89.0,121.0,0.7355371900826446
38,72.0,10996,Dwanwana FM,20.0,38,72.0,110.0,0.6545454545454545
19,102.0,10826,Dwanwana FM,20.0,19,102.0,121.0,0.8429752066115702
60,61.0,11167,Dwanwana FM,20.0,60,61.0,121.0,0.5041322314049587
33,77.0,10997,Dwanwana FM,20.0,33,77.0,110.0,0.7
62,59.0,10827,Dwanwana FM,20.0,62,59.0,121.0,0.48760330578512395
18,92.0,11845,Dwanwana FM,20.0,18,92.0,110.0,0.8363636363636363
42,79.0,11675,Dwanwana FM,20.0,42,79.0,121.0,0.6528925619834711
37,84.0,11505,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
44,77.0,11335,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
28,82.0,11846,Dwanwana FM,20.0,28,82.0,110.0,0.7454545454545455
41,80.0,11676,Dwanwana FM,20.0,41,80.0,121.0,0.6611570247933884
50,71.0,11506,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
50,71.0,11336,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
27,83.0,11847,Dwanwana FM,20.0,27,83.0,110.0,0.7545454545454545
63,58.0,11677,Dwanwana FM,20.0,63,58.0,121.0,0.4793388429752066
15,106.0,10485,Dwanwana FM,20.0,15,106.0,121.0,0.8760330578512396
36,85.0,10315,Dwanwana FM,20.0,36,85.0,121.0,0.7024793388429752
10,111.0,10656,Dwanwana FM,20.0,10,111.0,121.0,0.9173553719008265
35,86.0,10486,Dwanwana FM,20.0,35,86.0,121.0,0.7107438016528925
59,62.0,10316,Dwanwana FM,20.0,59,62.0,121.0,0.512396694214876
33,88.0,10657,Dwanwana FM,20.0,33,88.0,121.0,0.7272727272727273
45,76.0,10487,Dwanwana FM,20.0,45,76.0,121.0,0.628099173553719
43,78.0,10317,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
30,91.0,10658,Dwanwana FM,20.0,30,91.0,121.0,0.7520661157024794
18,103.0,10488,Dwanwana FM,20.0,18,103.0,121.0,0.8512396694214877
23,87.0,7758,Dwanwana FM,20.0,23,87.0,110.0,0.7909090909090909
2,119.0,7588,Dwanwana FM,20.0,2,119.0,121.0,0.9834710743801653
16,105.0,7418,Dwanwana FM,20.0,16,105.0,121.0,0.8677685950413223
10,100.0,7759,Dwanwana FM,20.0,10,100.0,110.0,0.9090909090909091
0,121.0,7589,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7419,Dwanwana FM,20.0,0,121.0,121.0,1.0
1,109.0,7760,Dwanwana FM,20.0,1,109.0,110.0,0.990909090909091
0,121.0,7590,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7420,Dwanwana FM,20.0,0,121.0,121.0,1.0
10,100.0,7761,Dwanwana FM,20.0,10,100.0,110.0,0.9090909090909091
0,121.0,7078,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7248,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7079,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7249,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7250,Dwanwana FM,20.0,0,121.0,121.0,1.0
60,61.0,8441,Dwanwana FM,20.0,60,61.0,121.0,0.5041322314049587
63,58.0,8271,Dwanwana FM,20.0,63,58.0,121.0,0.4793388429752066
65,56.0,8101,Dwanwana FM,20.0,65,56.0,121.0,0.4628099173553719
59,62.0,7931,Dwanwana FM,20.0,59,62.0,121.0,0.512396694214876
6,104.0,8442,Dwanwana FM,20.0,6,104.0,110.0,0.9454545454545454
48,62.0,8272,Dwanwana FM,20.0,48,62.0,110.0,0.5636363636363636
21,89.0,8102,Dwanwana FM,20.0,21,89.0,110.0,0.8090909090909091
9,101.0,7932,Dwanwana FM,20.0,9,101.0,110.0,0.9181818181818182
0,121.0,8443,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,8273,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7591,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7421,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,100.0,7762,Dwanwana FM,20.0,0,100.0,100.0,1.0
0,110.0,7592,Dwanwana FM,20.0,0,110.0,110.0,1.0
0,110.0,7422,Dwanwana FM,20.0,0,110.0,110.0,1.0
0,110.0,7763,Dwanwana FM,20.0,0,110.0,110.0,1.0
0,121.0,7593,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7423,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,110.0,7764,Dwanwana FM,20.0,0,110.0,110.0,1.0
0,121.0,7594,Dwanwana FM,20.0,0,121.0,121.0,1.0
33,88.0,7251,Dwanwana FM,20.0,33,88.0,121.0,0.7272727272727273
50,60.0,7252,Dwanwana FM,20.0,50,60.0,110.0,0.5454545454545454
22,99.0,7253,Dwanwana FM,20.0,22,99.0,121.0,0.8181818181818182
0,121.0,8103,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7933,Dwanwana FM,20.0,0,121.0,121.0,1.0
14,107.0,8444,Dwanwana FM,20.0,14,107.0,121.0,0.8842975206611571
25,96.0,8274,Dwanwana FM,20.0,25,96.0,121.0,0.7933884297520661
7,114.0,8104,Dwanwana FM,20.0,7,114.0,121.0,0.9421487603305785
0,121.0,7934,Dwanwana FM,20.0,0,121.0,121.0,1.0
81,40.0,8445,Dwanwana FM,20.0,81,40.0,121.0,0.3305785123966942
75,46.0,8275,Dwanwana FM,20.0,75,46.0,121.0,0.38016528925619836
40,81.0,8105,Dwanwana FM,20.0,40,81.0,121.0,0.6694214876033058
0,121.0,7935,Dwanwana FM,20.0,0,121.0,121.0,1.0
26,95.0,7424,Dwanwana FM,20.0,26,95.0,121.0,0.7851239669421488
0,110.0,7765,Dwanwana FM,20.0,0,110.0,110.0,1.0
2,119.0,7595,Dwanwana FM,20.0,2,119.0,121.0,0.9834710743801653
46,75.0,7425,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
0,110.0,7766,Dwanwana FM,20.0,0,110.0,110.0,1.0
5,116.0,7596,Dwanwana FM,20.0,5,116.0,121.0,0.9586776859504132
18,103.0,7426,Dwanwana FM,20.0,18,103.0,121.0,0.8512396694214877
0,110.0,7767,Dwanwana FM,20.0,0,110.0,110.0,1.0
15,106.0,7597,Dwanwana FM,20.0,15,106.0,121.0,0.8760330578512396
38,83.0,8446,Dwanwana FM,20.0,38,83.0,121.0,0.6859504132231405
38,83.0,8276,Dwanwana FM,20.0,38,83.0,121.0,0.6859504132231405
7,114.0,8106,Dwanwana FM,20.0,7,114.0,121.0,0.9421487603305785
0,121.0,7936,Dwanwana FM,20.0,0,121.0,121.0,1.0
50,71.0,8447,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
76,45.0,8277,Dwanwana FM,20.0,76,45.0,121.0,0.371900826446281
23,98.0,8107,Dwanwana FM,20.0,23,98.0,121.0,0.8099173553719008
0,121.0,7937,Dwanwana FM,20.0,0,121.0,121.0,1.0
72,49.0,8448,Dwanwana FM,20.0,72,49.0,121.0,0.4049586776859504
30,91.0,8278,Dwanwana FM,20.0,30,91.0,121.0,0.7520661157024794
2,119.0,8108,Dwanwana FM,20.0,2,119.0,121.0,0.9834710743801653
0,121.0,7938,Dwanwana FM,20.0,0,121.0,121.0,1.0
7,103.0,8449,Dwanwana FM,20.0,7,103.0,110.0,0.9363636363636364
0,110.0,8279,Dwanwana FM,20.0,0,110.0,110.0,1.0
0,110.0,8109,Dwanwana FM,20.0,0,110.0,110.0,1.0
0,110.0,7939,Dwanwana FM,20.0,0,110.0,110.0,1.0
37,84.0,8450,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
0,121.0,8280,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,8110,Dwanwana FM,20.0,0,121.0,121.0,1.0
0,121.0,7940,Dwanwana FM,20.0,0,121.0,121.0,1.0
49,72.0,13702,Dwanwana FM,20.0,49,72.0,121.0,0.5950413223140496
46,75.0,13703,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
55,66.0,13704,Dwanwana FM,20.0,55,66.0,121.0,0.5454545454545454
44,66.0,13705,Dwanwana FM,20.0,44,66.0,110.0,0.6
42,79.0,12336,Dwanwana FM,20.0,42,79.0,121.0,0.6528925619834711
31,90.0,12166,Dwanwana FM,20.0,31,90.0,121.0,0.743801652892562
42,79.0,11996,Dwanwana FM,20.0,42,79.0,121.0,0.6528925619834711
39,82.0,12337,Dwanwana FM,20.0,39,82.0,121.0,0.6776859504132231
32,89.0,12167,Dwanwana FM,20.0,32,89.0,121.0,0.7355371900826446
37,84.0,11997,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
45,65.0,12338,Dwanwana FM,20.0,45,65.0,110.0,0.5909090909090909
43,67.0,12168,Dwanwana FM,20.0,43,67.0,110.0,0.6090909090909091
43,67.0,11998,Dwanwana FM,20.0,43,67.0,110.0,0.6090909090909091
43,78.0,12339,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
7,103.0,12848,Dwanwana FM,20.0,7,103.0,110.0,0.9363636363636364
27,83.0,12678,Dwanwana FM,20.0,27,83.0,110.0,0.7545454545454545
46,54.0,12508,Dwanwana FM,20.0,46,54.0,100.0,0.54
32,89.0,12849,Dwanwana FM,20.0,32,89.0,121.0,0.7355371900826446
25,96.0,12679,Dwanwana FM,20.0,25,96.0,121.0,0.7933884297520661
20,90.0,12509,Dwanwana FM,20.0,20,90.0,110.0,0.8181818181818182
47,74.0,12850,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
30,91.0,12680,Dwanwana FM,20.0,30,91.0,121.0,0.7520661157024794
55,55.0,12510,Dwanwana FM,20.0,55,55.0,110.0,0.5
59,62.0,12851,Dwanwana FM,20.0,59,62.0,121.0,0.512396694214876
44,77.0,13189,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
51,70.0,13019,Dwanwana FM,20.0,51,70.0,121.0,0.5785123966942148
37,84.0,13530,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
52,58.0,13360,Dwanwana FM,20.0,52,58.0,110.0,0.5272727272727272
32,89.0,13190,Dwanwana FM,20.0,32,89.0,121.0,0.7355371900826446
58,63.0,13020,Dwanwana FM,20.0,58,63.0,121.0,0.5206611570247934
50,71.0,13531,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
31,79.0,13361,Dwanwana FM,20.0,31,79.0,110.0,0.7181818181818181
63,58.0,13191,Dwanwana FM,20.0,63,58.0,121.0,0.4793388429752066
30,91.0,13021,Dwanwana FM,20.0,30,91.0,121.0,0.7520661157024794
32,89.0,12169,Dwanwana FM,20.0,32,89.0,121.0,0.7355371900826446
46,75.0,11999,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
40,81.0,12340,Dwanwana FM,20.0,40,81.0,121.0,0.6694214876033058
49,72.0,12170,Dwanwana FM,20.0,49,72.0,121.0,0.5950413223140496
50,71.0,12000,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
49,72.0,12341,Dwanwana FM,20.0,49,72.0,121.0,0.5950413223140496
33,88.0,12171,Dwanwana FM,20.0,33,88.0,121.0,0.7272727272727273
41,80.0,12001,Dwanwana FM,20.0,41,80.0,121.0,0.6611570247933884
41,80.0,12342,Dwanwana FM,20.0,41,80.0,121.0,0.6611570247933884
40,81.0,12172,Dwanwana FM,20.0,40,81.0,121.0,0.6694214876033058
61,60.0,12681,Dwanwana FM,20.0,61,60.0,121.0,0.49586776859504134
51,59.0,12511,Dwanwana FM,20.0,51,59.0,110.0,0.5363636363636364
34,87.0,12852,Dwanwana FM,20.0,34,87.0,121.0,0.71900826446281
54,60.0,12682,Dwanwana FM,20.0,54,60.0,114.0,0.5263157894736842
53,64.0,12512,Dwanwana FM,20.0,53,64.0,117.0,0.5470085470085471
32,89.0,12853,Dwanwana FM,20.0,32,89.0,121.0,0.7355371900826446
56,54.0,12683,Dwanwana FM,20.0,56,54.0,110.0,0.4909090909090909
62,59.0,12513,Dwanwana FM,20.0,62,59.0,121.0,0.48760330578512395
33,88.0,12854,Dwanwana FM,20.0,33,88.0,121.0,0.7272727272727273
40,70.0,12684,Dwanwana FM,20.0,40,70.0,110.0,0.6363636363636364
61,60.0,13532,Dwanwana FM,20.0,61,60.0,121.0,0.49586776859504134
39,71.0,13362,Dwanwana FM,20.0,39,71.0,110.0,0.6454545454545455
52,69.0,13192,Dwanwana FM,20.0,52,69.0,121.0,0.5702479338842975
37,84.0,13022,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
52,69.0,13533,Dwanwana FM,20.0,52,69.0,121.0,0.5702479338842975
38,72.0,13363,Dwanwana FM,20.0,38,72.0,110.0,0.6545454545454545
46,75.0,13193,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
19,102.0,13023,Dwanwana FM,20.0,19,102.0,121.0,0.8429752066115702
55,66.0,13534,Dwanwana FM,20.0,55,66.0,121.0,0.5454545454545454
43,67.0,13364,Dwanwana FM,20.0,43,67.0,110.0,0.6090909090909091
54,67.0,12002,Dwanwana FM,20.0,54,67.0,121.0,0.5537190082644629
52,69.0,12343,Dwanwana FM,20.0,52,69.0,121.0,0.5702479338842975
39,82.0,12173,Dwanwana FM,20.0,39,82.0,121.0,0.6776859504132231
26,95.0,12003,Dwanwana FM,20.0,26,95.0,121.0,0.7851239669421488
57,64.0,12344,Dwanwana FM,20.0,57,64.0,121.0,0.5289256198347108
38,83.0,12174,Dwanwana FM,20.0,38,83.0,121.0,0.6859504132231405
34,87.0,12004,Dwanwana FM,20.0,34,87.0,121.0,0.71900826446281
38,72.0,12345,Dwanwana FM,20.0,38,72.0,110.0,0.6545454545454545
36,74.0,12175,Dwanwana FM,20.0,36,74.0,110.0,0.6727272727272727
43,67.0,12005,Dwanwana FM,20.0,43,67.0,110.0,0.6090909090909091
35,86.0,13194,Dwanwana FM,20.0,35,86.0,121.0,0.7107438016528925
86,35.0,13024,Dwanwana FM,20.0,86,35.0,121.0,0.2892561983471074
66,44.0,13535,Dwanwana FM,20.0,66,44.0,110.0,0.4
47,53.0,13365,Dwanwana FM,20.0,47,53.0,100.0,0.53
39,71.0,13195,Dwanwana FM,20.0,39,71.0,110.0,0.6454545454545455
47,63.0,13025,Dwanwana FM,20.0,47,63.0,110.0,0.5727272727272728
38,83.0,13536,Dwanwana FM,20.0,38,83.0,121.0,0.6859504132231405
54,56.0,13366,Dwanwana FM,20.0,54,56.0,110.0,0.509090909090909
35,86.0,13196,Dwanwana FM,20.0,35,86.0,121.0,0.7107438016528925
44,77.0,13026,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
68,53.0,12514,Dwanwana FM,20.0,68,53.0,121.0,0.4380165289256198
48,62.0,12855,Dwanwana FM,20.0,48,62.0,110.0,0.5636363636363636
46,54.0,12685,Dwanwana FM,20.0,46,54.0,100.0,0.54
46,64.0,12515,Dwanwana FM,20.0,46,64.0,110.0,0.5818181818181818
52,69.0,12856,Dwanwana FM,20.0,52,69.0,121.0,0.5702479338842975
35,75.0,12686,Dwanwana FM,20.0,35,75.0,110.0,0.6818181818181818
55,66.0,12516,Dwanwana FM,20.0,55,66.0,121.0,0.5454545454545454
53,68.0,12857,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
39,71.0,12687,Dwanwana FM,20.0,39,71.0,110.0,0.6454545454545455
35,86.0,12517,Dwanwana FM,20.0,35,86.0,121.0,0.7107438016528925
54,67.0,12346,Dwanwana FM,20.0,54,67.0,121.0,0.5537190082644629
65,56.0,12176,Dwanwana FM,20.0,65,56.0,121.0,0.4628099173553719
47,74.0,12006,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
64,57.0,12347,Dwanwana FM,20.0,64,57.0,121.0,0.47107438016528924
53,68.0,12177,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
34,87.0,12007,Dwanwana FM,20.0,34,87.0,121.0,0.71900826446281
34,87.0,12348,Dwanwana FM,20.0,34,87.0,121.0,0.71900826446281
31,90.0,12178,Dwanwana FM,20.0,31,90.0,121.0,0.743801652892562
19,102.0,12008,Dwanwana FM,20.0,19,102.0,121.0,0.8429752066115702
58,63.0,12349,Dwanwana FM,20.0,58,63.0,121.0,0.5206611570247934
46,75.0,13706,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
34,87.0,13707,Dwanwana FM,20.0,34,87.0,121.0,0.71900826446281
46,75.0,13708,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
47,74.0,13709,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
50,71.0,13710,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
30,91.0,13711,Dwanwana FM,20.0,30,91.0,121.0,0.7520661157024794
62,48.0,13712,Dwanwana FM,20.0,62,48.0,110.0,0.43636363636363634
50,71.0,13713,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
53,68.0,13537,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
26,84.0,13367,Dwanwana FM,20.0,26,84.0,110.0,0.7636363636363637
41,80.0,13197,Dwanwana FM,20.0,41,80.0,121.0,0.6611570247933884
50,71.0,13027,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
72,49.0,13538,Dwanwana FM,20.0,72,49.0,121.0,0.4049586776859504
53,57.0,13368,Dwanwana FM,20.0,53,57.0,110.0,0.5181818181818182
53,68.0,13198,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
41,80.0,13028,Dwanwana FM,20.0,41,80.0,121.0,0.6611570247933884
27,94.0,13539,Dwanwana FM,20.0,27,94.0,121.0,0.7768595041322314
45,65.0,13369,Dwanwana FM,20.0,45,65.0,110.0,0.5909090909090909
33,88.0,12858,Dwanwana FM,20.0,33,88.0,121.0,0.7272727272727273
43,67.0,12688,Dwanwana FM,20.0,43,67.0,110.0,0.6090909090909091
53,68.0,12518,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
66,55.0,12859,Dwanwana FM,20.0,66,55.0,121.0,0.45454545454545453
34,76.0,12689,Dwanwana FM,20.0,34,76.0,110.0,0.6909090909090909
24,97.0,12519,Dwanwana FM,20.0,24,97.0,121.0,0.8016528925619835
60,61.0,12860,Dwanwana FM,20.0,60,61.0,121.0,0.5041322314049587
33,77.0,12690,Dwanwana FM,20.0,33,77.0,110.0,0.7
57,64.0,12520,Dwanwana FM,20.0,57,64.0,121.0,0.5289256198347108
47,74.0,12861,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
44,77.0,13199,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
38,83.0,13029,Dwanwana FM,20.0,38,83.0,121.0,0.6859504132231405
47,74.0,13540,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
31,79.0,13370,Dwanwana FM,20.0,31,79.0,110.0,0.7181818181818181
47,74.0,13200,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
55,66.0,13030,Dwanwana FM,20.0,55,66.0,121.0,0.5454545454545454
21,100.0,13541,Dwanwana FM,20.0,21,100.0,121.0,0.8264462809917356
37,73.0,13371,Dwanwana FM,20.0,37,73.0,110.0,0.6636363636363637
31,90.0,13201,Dwanwana FM,20.0,31,90.0,121.0,0.743801652892562
43,78.0,13031,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
60,61.0,12179,Dwanwana FM,20.0,60,61.0,121.0,0.5041322314049587
60,61.0,12009,Dwanwana FM,20.0,60,61.0,121.0,0.5041322314049587
43,78.0,12350,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
47,74.0,12180,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
49,72.0,12010,Dwanwana FM,20.0,49,72.0,121.0,0.5950413223140496
43,78.0,12351,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
43,78.0,12181,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
49,72.0,12011,Dwanwana FM,20.0,49,72.0,121.0,0.5950413223140496
51,59.0,12352,Dwanwana FM,20.0,51,59.0,110.0,0.5363636363636364
31,79.0,12182,Dwanwana FM,20.0,31,79.0,110.0,0.7181818181818181
31,79.0,12691,Dwanwana FM,20.0,31,79.0,110.0,0.7181818181818181
54,67.0,12521,Dwanwana FM,20.0,54,67.0,121.0,0.5537190082644629
51,59.0,12862,Dwanwana FM,20.0,51,59.0,110.0,0.5363636363636364
49,51.0,12692,Dwanwana FM,20.0,49,51.0,100.0,0.51
55,55.0,12522,Dwanwana FM,20.0,55,55.0,110.0,0.5
55,66.0,12863,Dwanwana FM,20.0,55,66.0,121.0,0.5454545454545454
59,51.0,12693,Dwanwana FM,20.0,59,51.0,110.0,0.4636363636363636
36,85.0,12523,Dwanwana FM,20.0,36,85.0,121.0,0.7024793388429752
44,77.0,12864,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
60,50.0,12694,Dwanwana FM,20.0,60,50.0,110.0,0.45454545454545453
56,54.0,13542,Dwanwana FM,20.0,56,54.0,110.0,0.4909090909090909
25,75.0,13372,Dwanwana FM,20.0,25,75.0,100.0,0.75
38,72.0,13202,Dwanwana FM,20.0,38,72.0,110.0,0.6545454545454545
38,72.0,13032,Dwanwana FM,20.0,38,72.0,110.0,0.6545454545454545
19,102.0,13543,Dwanwana FM,20.0,19,102.0,121.0,0.8429752066115702
36,74.0,13373,Dwanwana FM,20.0,36,74.0,110.0,0.6727272727272727
47,74.0,13203,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
43,78.0,13033,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
48,73.0,13544,Dwanwana FM,20.0,48,73.0,121.0,0.6033057851239669
45,65.0,13374,Dwanwana FM,20.0,45,65.0,110.0,0.5909090909090909
28,82.0,12012,Dwanwana FM,20.0,28,82.0,110.0,0.7454545454545455
61,60.0,12353,Dwanwana FM,20.0,61,60.0,121.0,0.49586776859504134
50,71.0,12183,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
38,83.0,12013,Dwanwana FM,20.0,38,83.0,121.0,0.6859504132231405
19,102.0,12354,Dwanwana FM,20.0,19,102.0,121.0,0.8429752066115702
25,96.0,12184,Dwanwana FM,20.0,25,96.0,121.0,0.7933884297520661
43,78.0,12014,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
39,82.0,12355,Dwanwana FM,20.0,39,82.0,121.0,0.6776859504132231
26,95.0,12185,Dwanwana FM,20.0,26,95.0,121.0,0.7851239669421488
54,67.0,12015,Dwanwana FM,20.0,54,67.0,121.0,0.5537190082644629
37,84.0,13204,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
44,77.0,13034,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
37,84.0,13545,Dwanwana FM,20.0,37,84.0,121.0,0.6942148760330579
29,81.0,13375,Dwanwana FM,20.0,29,81.0,110.0,0.7363636363636363
56,65.0,13205,Dwanwana FM,20.0,56,65.0,121.0,0.5371900826446281
57,64.0,13035,Dwanwana FM,20.0,57,64.0,121.0,0.5289256198347108
45,65.0,13376,Dwanwana FM,20.0,45,65.0,110.0,0.5909090909090909
44,77.0,13206,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
68,53.0,13036,Dwanwana FM,20.0,68,53.0,121.0,0.4380165289256198
71,50.0,12524,Dwanwana FM,20.0,71,50.0,121.0,0.4132231404958678
47,74.0,12865,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
53,57.0,12695,Dwanwana FM,20.0,53,57.0,110.0,0.5181818181818182
53,68.0,12525,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
40,81.0,12866,Dwanwana FM,20.0,40,81.0,121.0,0.6694214876033058
76,34.0,12696,Dwanwana FM,20.0,76,34.0,110.0,0.3090909090909091
64,57.0,12526,Dwanwana FM,20.0,64,57.0,121.0,0.47107438016528924
62,59.0,12867,Dwanwana FM,20.0,62,59.0,121.0,0.48760330578512395
52,58.0,12697,Dwanwana FM,20.0,52,58.0,110.0,0.5272727272727272
48,73.0,12527,Dwanwana FM,20.0,48,73.0,121.0,0.6033057851239669
39,82.0,12356,Dwanwana FM,20.0,39,82.0,121.0,0.6776859504132231
68,53.0,12186,Dwanwana FM,20.0,68,53.0,121.0,0.4380165289256198
67,54.0,12016,Dwanwana FM,20.0,67,54.0,121.0,0.4462809917355372
47,74.0,12357,Dwanwana FM,20.0,47,74.0,121.0,0.6115702479338843
80,41.0,12187,Dwanwana FM,20.0,80,41.0,121.0,0.33884297520661155
73,48.0,12017,Dwanwana FM,20.0,73,48.0,121.0,0.39669421487603307
35,86.0,12358,Dwanwana FM,20.0,35,86.0,121.0,0.7107438016528925
63,58.0,12188,Dwanwana FM,20.0,63,58.0,121.0,0.4793388429752066
46,75.0,12018,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
33,77.0,12359,Dwanwana FM,20.0,33,77.0,110.0,0.7
81,40.0,11507,Dwanwana FM,20.0,81,40.0,121.0,0.3305785123966942
58,63.0,11337,Dwanwana FM,20.0,58,63.0,121.0,0.5206611570247934
56,54.0,11848,Dwanwana FM,20.0,56,54.0,110.0,0.4909090909090909
62,59.0,11678,Dwanwana FM,20.0,62,59.0,121.0,0.48760330578512395
58,63.0,11508,Dwanwana FM,20.0,58,63.0,121.0,0.5206611570247934
53,68.0,11338,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
39,61.0,11849,Dwanwana FM,20.0,39,61.0,100.0,0.61
55,55.0,11679,Dwanwana FM,20.0,55,55.0,110.0,0.5
55,55.0,11509,Dwanwana FM,20.0,55,55.0,110.0,0.5
34,76.0,11339,Dwanwana FM,20.0,34,76.0,110.0,0.6909090909090909
44,77.0,11168,Dwanwana FM,20.0,44,77.0,121.0,0.6363636363636364
31,79.0,10998,Dwanwana FM,20.0,31,79.0,110.0,0.7181818181818181
49,72.0,10828,Dwanwana FM,20.0,49,72.0,121.0,0.5950413223140496
39,71.0,11169,Dwanwana FM,20.0,39,71.0,110.0,0.6454545454545455
47,53.0,10999,Dwanwana FM,20.0,47,53.0,100.0,0.53
47,63.0,10829,Dwanwana FM,20.0,47,63.0,110.0,0.5727272727272728
53,68.0,11170,Dwanwana FM,20.0,53,68.0,121.0,0.5619834710743802
41,69.0,11000,Dwanwana FM,20.0,41,69.0,110.0,0.6272727272727273
56,65.0,10830,Dwanwana FM,20.0,56,65.0,121.0,0.5371900826446281
46,75.0,11171,Dwanwana FM,20.0,46,75.0,121.0,0.6198347107438017
43,78.0,10318,Dwanwana FM,20.0,43,78.0,121.0,0.6446280991735537
53,57.0,10659,Dwanwana FM,20.0,53,57.0,110.0,0.5181818181818182
39,71.0,10489,Dwanwana FM,20.0,39,71.0,110.0,0.6454545454545455
68,42.0,10319,Dwanwana FM,20.0,68,42.0,110.0,0.38181818181818183
39,82.0,10660,Dwanwana FM,20.0,39,82.0,121.0,0.6776859504132231
50,71.0,10490,Dwanwana FM,20.0,50,71.0,121.0,0.5867768595041323
