,count,sum,nodata,grid_id,station_name,buffer_km,valid_pixels,nodata_pixels,total_pixels,prop_nodata,population_count,household_count
2059,54,485.3001098632813,67.0,22662,Aisa FM,25.0,54,67.0,121.0,0.5537190082644629,485.3001098632813,99.04083874760842
2060,53,462.6531066894531,68.0,23173,Aisa FM,25.0,53,68.0,121.0,0.5619834710743802,462.6531066894531,94.4190013651945
2061,39,313.429443359375,82.0,23003,Aisa FM,25.0,39,82.0,121.0,0.6776859504132231,313.429443359375,63.96519252232142
2062,48,426.1313781738281,62.0,22833,Aisa FM,25.0,48,62.0,110.0,0.5636363636363636,426.1313781738281,86.9655873824139
2063,61,541.8171997070312,60.0,22663,Aisa FM,25.0,61,60.0,121.0,0.4958677685950413,541.8171997070312,110.57493871572065
2064,58,483.7398986816406,63.0,23174,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,483.7398986816406,98.72242830237563
2065,28,222.63970947265625,93.0,23004,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,222.63970947265625,45.43667540258291
2066,53,506.1307678222656,57.0,22834,Aisa FM,25.0,53,57.0,110.0,0.5181818181818182,506.1307678222656,103.29199343311542
2067,69,665.321044921875,52.0,22664,Aisa FM,25.0,69,52.0,121.0,0.4297520661157025,665.321044921875,135.77980508609693
2068,21,185.25308227539065,100.0,23513,Aisa FM,25.0,21,100.0,121.0,0.8264462809917356,185.25308227539065,37.8067514847736
2069,57,486.78314208984375,64.0,23343,Aisa FM,25.0,57,64.0,121.0,0.5289256198347108,486.78314208984375,99.3434983856824
2070,30,250.55319213867188,80.0,23684,Aisa FM,25.0,30,80.0,110.0,0.7272727272727273,250.55319213867188,51.133304518096296
2071,67,630.7589721679688,54.0,23514,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372,630.7589721679688,128.72632085060584
2072,46,456.3603515625,75.0,23344,Aisa FM,25.0,46,75.0,121.0,0.6198347107438017,456.3603515625,93.134765625
2073,25,223.6317138671875,75.0,23685,Aisa FM,25.0,25,75.0,100.0,0.75,223.6317138671875,45.639125279017854
2074,68,601.8843383789062,42.0,23515,Aisa FM,25.0,68,42.0,110.0,0.3818181818181818,601.8843383789062,122.83353844467473
2075,36,359.9437561035156,74.0,23345,Aisa FM,25.0,36,74.0,110.0,0.6727272727272727,359.9437561035156,73.45790940888074
2076,37,330.8113098144531,73.0,23686,Aisa FM,25.0,37,73.0,110.0,0.6636363636363637,330.8113098144531,67.51251220703125
2077,73,677.854248046875,48.0,23516,Aisa FM,25.0,73,48.0,121.0,0.396694214876033,677.854248046875,138.33760164221937
2078,61,526.9862060546875,60.0,24194,Aisa FM,25.0,61,60.0,121.0,0.4958677685950413,526.9862060546875,107.54820531728315
2079,27,242.4288024902344,94.0,24024,Aisa FM,25.0,27,94.0,121.0,0.7768595041322314,242.4288024902344,49.47526581433355
2080,66,616.9232177734375,55.0,23854,Aisa FM,25.0,66,55.0,121.0,0.4545454545454545,616.9232177734375,125.90269750478315
2081,52,455.2745361328125,58.0,24195,Aisa FM,25.0,52,58.0,110.0,0.5272727272727272,455.2745361328125,92.91317063934949
2082,45,421.5904235839844,65.0,24025,Aisa FM,25.0,45,65.0,110.0,0.5909090909090909,421.5904235839844,86.03886195591517
2083,50,455.9556274414063,60.0,23855,Aisa FM,25.0,50,60.0,110.0,0.5454545454545454,455.9556274414063,93.05216886559312
2084,20,175.23248291015625,101.0,24196,Aisa FM,25.0,20,101.0,121.0,0.8347107438016529,175.23248291015625,35.76173120615434
2085,64,590.1259765625,57.0,24026,Aisa FM,25.0,64,57.0,121.0,0.4710743801652892,590.1259765625,120.43387276785714
2086,70,638.4078369140625,51.0,23856,Aisa FM,25.0,70,51.0,121.0,0.4214876033057851,638.4078369140625,130.28731365593111
2087,65,670.2973022460938,56.0,24197,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,670.2973022460938,136.79536780532524
2088,47,443.4051513671875,63.0,23175,Aisa FM,25.0,47,63.0,110.0,0.5727272727272728,443.4051513671875,90.49084721779336
2089,36,335.0718078613281,74.0,23005,Aisa FM,25.0,36,74.0,110.0,0.6727272727272727,335.0718078613281,68.38200160435268
2090,34,285.657958984375,66.0,22835,Aisa FM,25.0,34,66.0,100.0,0.66,285.657958984375,58.29754264987245
2091,42,354.64422607421875,68.0,22665,Aisa FM,25.0,42,68.0,110.0,0.6181818181818182,354.64422607421875,72.3763726682079
2092,48,432.7568359375,73.0,23176,Aisa FM,25.0,48,73.0,121.0,0.6033057851239669,432.7568359375,88.31772161989795
2093,48,421.9713134765625,73.0,23006,Aisa FM,25.0,48,73.0,121.0,0.6033057851239669,421.9713134765625,86.11659458705357
2094,25,212.50050354003903,85.0,22836,Aisa FM,25.0,25,85.0,110.0,0.7727272727272727,212.50050354003903,43.36744970204878
2095,71,619.2911987304688,50.0,22666,Aisa FM,25.0,71,50.0,121.0,0.4132231404958678,619.2911987304688,126.38595892458545
2096,58,545.5890502929688,63.0,23177,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,545.5890502929688,111.34470414142218
2097,57,499.5227661132813,64.0,23007,Aisa FM,25.0,57,64.0,121.0,0.5289256198347108,499.5227661132813,101.94342165577169
2098,37,341.04693603515625,84.0,23346,Aisa FM,25.0,37,84.0,121.0,0.6942148760330579,341.04693603515625,69.60141551737883
2099,24,222.417724609375,86.0,23687,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819,222.417724609375,45.3913723692602
2100,73,633.5061645507812,48.0,23517,Aisa FM,25.0,73,48.0,121.0,0.396694214876033,633.5061645507812,129.2869723573023
2101,60,595.6387329101562,61.0,23347,Aisa FM,25.0,60,61.0,121.0,0.5041322314049587,595.6387329101562,121.55892508370535
2102,56,570.374267578125,54.0,23688,Aisa FM,25.0,56,54.0,110.0,0.4909090909090909,570.374267578125,116.40291175063774
2103,28,250.84896850585935,93.0,23518,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,250.84896850585935,51.19366704201211
2104,51,444.6681823730469,70.0,23348,Aisa FM,25.0,51,70.0,121.0,0.5785123966942148,444.6681823730469,90.74860864756057
2105,45,406.23834228515625,65.0,23689,Aisa FM,25.0,45,65.0,110.0,0.5909090909090909,406.23834228515625,82.9057841398278
2106,54,461.6820068359375,67.0,23519,Aisa FM,25.0,54,67.0,121.0,0.5537190082644629,461.6820068359375,94.2208177216199
2107,61,577.97705078125,60.0,23349,Aisa FM,25.0,61,60.0,121.0,0.4958677685950413,577.97705078125,117.95450015943877
2108,57,491.1907958984375,53.0,22837,Aisa FM,25.0,57,53.0,110.0,0.4818181818181818,491.1907958984375,100.24301957110968
2109,71,655.6682739257812,50.0,22667,Aisa FM,25.0,71,50.0,121.0,0.4132231404958678,655.6682739257812,133.809851821588
2110,67,592.8140869140625,54.0,23178,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372,592.8140869140625,120.9824667171556
2111,55,453.4059143066406,66.0,23008,Aisa FM,25.0,55,66.0,121.0,0.5454545454545454,453.4059143066406,92.53181924625318
2112,29,240.0025634765625,81.0,22838,Aisa FM,25.0,29,81.0,110.0,0.7363636363636363,240.0025634765625,48.98011499521683
2113,15,128.19287109375,106.0,22668,Aisa FM,25.0,15,106.0,121.0,0.8760330578512396,128.19287109375,26.161810427295915
2114,77,716.5546264648438,44.0,23179,Aisa FM,25.0,77,44.0,121.0,0.3636363636363636,716.5546264648438,146.23563805404973
2115,52,466.0490417480469,69.0,23009,Aisa FM,25.0,52,69.0,121.0,0.5702479338842975,466.0490417480469,95.11204933633609
2116,25,180.8443145751953,85.0,22839,Aisa FM,25.0,25,85.0,110.0,0.7727272727272727,180.8443145751953,36.907002974529654
2117,51,431.8972778320313,70.0,22669,Aisa FM,25.0,51,70.0,121.0,0.5785123966942148,431.8972778320313,88.14230159837373
2118,56,497.9243774414063,65.0,24529,Aisa FM,25.0,56,65.0,121.0,0.5371900826446281,497.9243774414063,101.61721988600128
2119,61,515.9356689453125,49.0,24359,Aisa FM,25.0,61,49.0,110.0,0.4454545454545454,515.9356689453125,105.29299366230866
2120,28,270.6125183105469,93.0,24870,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,270.6125183105469,55.227044553172824
2121,50,463.86126708984375,71.0,24700,Aisa FM,25.0,50,71.0,121.0,0.5867768595041323,463.86126708984375,94.665564712213
2122,38,406.5404968261719,83.0,24530,Aisa FM,25.0,38,83.0,121.0,0.6859504132231405,406.5404968261719,82.96744833187181
2123,27,254.27891540527344,83.0,24360,Aisa FM,25.0,27,83.0,110.0,0.7545454545454545,254.27891540527344,51.89365620515784
2124,64,614.9386596679688,57.0,24871,Aisa FM,25.0,64,57.0,121.0,0.4710743801652892,614.9386596679688,125.49768564652423
2125,48,413.8845825195313,73.0,24701,Aisa FM,25.0,48,73.0,121.0,0.6033057851239669,413.8845825195313,84.46624133051658
2126,42,585.989501953125,79.0,24531,Aisa FM,25.0,42,79.0,121.0,0.6528925619834711,585.989501953125,119.58969427614795
2127,26,298.3226318359375,84.0,24361,Aisa FM,25.0,26,84.0,110.0,0.7636363636363637,298.3226318359375,60.88216976243622
2128,45,401.0394592285156,76.0,25380,Aisa FM,25.0,45,76.0,121.0,0.628099173553719,401.0394592285156,81.84478759765625
2129,34,314.50946044921875,76.0,25210,Aisa FM,25.0,34,76.0,110.0,0.6909090909090909,314.50946044921875,64.18560417330994
2130,28,249.37261962890625,93.0,25040,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,249.37261962890625,50.892371352838005
2131,46,420.8883056640625,75.0,25381,Aisa FM,25.0,46,75.0,121.0,0.6198347107438017,420.8883056640625,85.89557258450255
2132,34,303.2166748046875,76.0,25211,Aisa FM,25.0,34,76.0,110.0,0.6909090909090909,303.2166748046875,61.88095404177295
2133,21,177.20172119140625,100.0,25041,Aisa FM,25.0,21,100.0,121.0,0.8264462809917356,177.20172119140625,36.163616569674744
2134,22,193.72015380859372,99.0,25382,Aisa FM,25.0,22,99.0,121.0,0.8181818181818182,193.72015380859372,39.53472526705994
2135,21,179.94630432128906,89.0,25212,Aisa FM,25.0,21,89.0,110.0,0.8090909090909091,179.94630432128906,36.723735575773276
2136,40,380.4920349121094,81.0,25042,Aisa FM,25.0,40,81.0,121.0,0.6694214876033058,380.4920349121094,77.65143569634884
2137,29,247.4076232910156,92.0,25383,Aisa FM,25.0,29,92.0,121.0,0.7603305785123967,247.4076232910156,50.491351692044
2138,41,348.7846069335937,80.0,25721,Aisa FM,25.0,41,80.0,121.0,0.6611570247933884,348.7846069335937,71.18053202726401
2139,62,592.25439453125,59.0,25551,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,592.25439453125,120.86824378188774
2140,34,318.3527526855469,87.0,25892,Aisa FM,25.0,34,87.0,121.0,0.71900826446281,318.3527526855469,64.96994952766262
2141,58,489.697021484375,63.0,25722,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,489.697021484375,99.93816764987244
2142,27,259.227294921875,94.0,25552,Aisa FM,25.0,27,94.0,121.0,0.7768595041322314,259.227294921875,52.903529575892854
2143,64,834.9407958984375,57.0,25893,Aisa FM,25.0,64,57.0,121.0,0.4710743801652892,834.9407958984375,170.3960807955995
2144,73,721.98779296875,48.0,25723,Aisa FM,25.0,73,48.0,121.0,0.396694214876033,721.98779296875,147.34444754464283
2145,67,562.1971435546875,54.0,25553,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372,562.1971435546875,114.73411092952806
2146,53,678.9508666992188,57.0,25894,Aisa FM,25.0,53,57.0,110.0,0.5181818181818182,678.9508666992188,138.5614013671875
2147,17,149.73617553710938,93.0,25724,Aisa FM,25.0,17,93.0,110.0,0.8454545454545455,149.73617553710938,30.558403170838645
2148,23,195.55882263183597,98.0,24872,Aisa FM,25.0,23,98.0,121.0,0.8099173553719008,195.55882263183597,39.9099638024155
2149,47,413.37896728515625,74.0,24702,Aisa FM,25.0,47,74.0,121.0,0.6115702479338843,413.37896728515625,84.36305454799107
2150,50,444.6135559082031,71.0,24532,Aisa FM,25.0,50,71.0,121.0,0.5867768595041323,444.6135559082031,90.7374603894292
2151,24,203.6407470703125,86.0,24362,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819,203.6407470703125,41.559336136798464
2152,32,267.66015625,89.0,24873,Aisa FM,25.0,32,89.0,121.0,0.7355371900826446,267.66015625,54.624521683673464
2153,65,637.7368774414062,56.0,24703,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,637.7368774414062,130.15038315130738
2154,48,429.17236328125,73.0,24533,Aisa FM,25.0,48,73.0,121.0,0.6033057851239669,429.17236328125,87.5861965880102
2155,58,539.4381103515625,52.0,24363,Aisa FM,25.0,58,52.0,110.0,0.4727272727272727,539.4381103515625,110.08941027582907
2156,15,109.49154663085938,95.0,24874,Aisa FM,25.0,15,95.0,110.0,0.8636363636363636,109.49154663085938,22.345213598134563
2157,27,234.521728515625,83.0,24704,Aisa FM,25.0,27,83.0,110.0,0.7545454545454545,234.521728515625,47.86157724808673
2158,70,590.0137939453125,40.0,25213,Aisa FM,25.0,70,40.0,110.0,0.3636363636363636,590.0137939453125,120.41097835618622
2159,81,731.9979248046875,40.0,25043,Aisa FM,25.0,81,40.0,121.0,0.3305785123966942,731.9979248046875,149.38733159279334
2160,59,496.7503967285156,51.0,25384,Aisa FM,25.0,59,51.0,110.0,0.4636363636363636,496.7503967285156,101.37763198541134
2161,72,651.9427490234375,28.0,25214,Aisa FM,25.0,72,28.0,100.0,0.28,651.9427490234375,133.04954061702804
2162,70,623.47314453125,40.0,25044,Aisa FM,25.0,70,40.0,110.0,0.3636363636363636,623.47314453125,127.2394172512755
2163,65,585.584228515625,56.0,25385,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,585.584228515625,119.50698541135203
2164,58,524.7840576171875,52.0,25215,Aisa FM,25.0,58,52.0,110.0,0.4727272727272727,524.7840576171875,107.09878726881377
2166,30,262.2724304199219,91.0,25386,Aisa FM,25.0,30,91.0,121.0,0.7520661157024794,262.2724304199219,53.52498579998405
2167,29,253.41094970703125,81.0,25216,Aisa FM,25.0,29,81.0,110.0,0.7363636363636363,253.41094970703125,51.71652034837372
2168,23,213.95008850097656,83.0,24534,Aisa FM,25.0,23,83.0,106.0,0.7830188679245284,213.95008850097656,43.663283367546235
2169,52,472.5045776367188,59.0,24364,Aisa FM,25.0,52,59.0,111.0,0.5315315315315315,472.5045776367188,96.42950564014669
2170,25,209.54925537109372,96.0,24875,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661,209.54925537109372,42.76515415736606
2171,59,510.4130554199219,62.0,24705,Aisa FM,25.0,59,62.0,121.0,0.512396694214876,510.4130554199219,104.16592967753508
2172,79,785.676513671875,31.0,24535,Aisa FM,25.0,79,31.0,110.0,0.2818181818181818,785.676513671875,160.34214564732142
2173,61,562.1475219726562,53.0,24365,Aisa FM,25.0,61,53.0,114.0,0.4649122807017544,562.1475219726562,114.72398407605229
2174,57,506.9894409179688,64.0,24876,Aisa FM,25.0,57,64.0,121.0,0.5289256198347108,506.9894409179688,103.46723284040179
2175,50,405.0182189941406,71.0,24706,Aisa FM,25.0,50,71.0,121.0,0.5867768595041323,405.0182189941406,82.65677938655931
2176,60,607.9769897460938,50.0,24536,Aisa FM,25.0,60,50.0,110.0,0.4545454545454545,607.9769897460938,124.07693668287627
2177,61,558.7850341796875,60.0,24366,Aisa FM,25.0,61,60.0,121.0,0.4958677685950413,558.7850341796875,114.03776207748723
2178,67,559.7020263671875,43.0,25554,Aisa FM,25.0,67,43.0,110.0,0.3909090909090909,559.7020263671875,114.22490334024234
2179,62,567.3502197265625,59.0,25895,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,567.3502197265625,115.7857591278699
2180,36,310.051025390625,85.0,25725,Aisa FM,25.0,36,85.0,121.0,0.7024793388429752,310.051025390625,63.27571946747449
2181,17,146.2946319580078,104.0,25555,Aisa FM,25.0,17,104.0,121.0,0.859504132231405,146.2946319580078,29.85604733836894
2182,59,508.726318359375,62.0,25896,Aisa FM,25.0,59,62.0,121.0,0.512396694214876,508.726318359375,103.82169762436224
2183,40,400.9611206054688,81.0,25726,Aisa FM,25.0,40,81.0,121.0,0.6694214876033058,400.9611206054688,81.82880012356506
2184,44,439.2945556640625,77.0,25556,Aisa FM,25.0,44,77.0,121.0,0.6363636363636364,439.2945556640625,89.65195013552295
2185,18,157.4066619873047,103.0,25897,Aisa FM,25.0,18,103.0,121.0,0.8512396694214877,157.4066619873047,32.12380856883769
2186,36,318.24566650390625,85.0,25727,Aisa FM,25.0,36,85.0,121.0,0.7024793388429752,318.24566650390625,64.94809520487883
2187,33,318.0090637207031,88.0,25557,Aisa FM,25.0,33,88.0,121.0,0.7272727272727273,318.0090637207031,64.89980892259247
2188,12,88.76829528808594,109.0,25046,Aisa FM,25.0,12,109.0,121.0,0.9008264462809916,88.76829528808594,18.11597863022162
2189,31,288.8573913574219,90.0,25387,Aisa FM,25.0,31,90.0,121.0,0.743801652892562,288.8573913574219,58.950488032126906
2190,69,674.1531372070312,41.0,25217,Aisa FM,25.0,69,41.0,110.0,0.3727272727272727,674.1531372070312,137.58227289939413
2191,33,257.1965637207031,88.0,25047,Aisa FM,25.0,33,88.0,121.0,0.7272727272727273,257.1965637207031,52.489094636878185
2192,48,460.18548583984375,73.0,25388,Aisa FM,25.0,48,73.0,121.0,0.6033057851239669,460.18548583984375,93.9154052734375
2193,56,494.38909912109375,54.0,25218,Aisa FM,25.0,56,54.0,110.0,0.4909090909090909,494.38909912109375,100.89573451450892
2194,54,499.8203125,67.0,25048,Aisa FM,25.0,54,67.0,121.0,0.5537190082644629,499.8203125,102.00414540816325
2195,13,145.19387817382812,108.0,25389,Aisa FM,25.0,13,108.0,121.0,0.8925619834710744,145.19387817382812,29.631403708944514
2196,39,388.0304565429688,71.0,25219,Aisa FM,25.0,39,71.0,110.0,0.6454545454545455,388.0304565429688,79.18988909040179
2197,58,499.3471984863281,63.0,25049,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,499.3471984863281,101.90759152782206
2198,56,470.8894348144531,65.0,24877,Aisa FM,25.0,56,65.0,121.0,0.5371900826446281,470.8894348144531,96.09988465601083
2199,62,568.5467529296875,59.0,24707,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,568.5467529296875,116.02994957748723
2201,74,679.5657348632812,47.0,24367,Aisa FM,25.0,74,47.0,121.0,0.3884297520661157,679.5657348632812,138.68688466597575
2202,72,657.139892578125,49.0,24878,Aisa FM,25.0,72,49.0,121.0,0.4049586776859504,657.139892578125,134.11018215880102
2203,62,577.396240234375,59.0,24708,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,577.396240234375,117.8359673947704
2204,50,435.6160888671875,60.0,24538,Aisa FM,25.0,50,60.0,110.0,0.5454545454545454,435.6160888671875,88.90124262595663
2205,69,604.3388671875,52.0,24368,Aisa FM,25.0,69,52.0,121.0,0.4297520661157025,604.3388671875,123.33446269132652
2206,55,486.0315551757813,66.0,24879,Aisa FM,25.0,55,66.0,121.0,0.5454545454545454,486.0315551757813,99.19011330117985
2207,64,661.7216796875,57.0,24709,Aisa FM,25.0,64,57.0,121.0,0.4710743801652892,661.7216796875,135.04524075255102
2208,58,545.6884155273438,63.0,25898,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,545.6884155273438,111.3649827606824
2209,61,578.7288818359375,60.0,25728,Aisa FM,25.0,61,60.0,121.0,0.4958677685950413,578.7288818359375,118.10793506855866
2210,60,551.5968017578125,61.0,25558,Aisa FM,25.0,60,61.0,121.0,0.5041322314049587,551.5968017578125,112.57077586894133
2211,28,225.1018218994141,93.0,25899,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,225.1018218994141,45.93914732641104
2212,55,464.4884338378906,66.0,25729,Aisa FM,25.0,55,66.0,121.0,0.5454545454545454,464.4884338378906,94.79355792610012
2213,29,249.44261169433597,92.0,25559,Aisa FM,25.0,29,92.0,121.0,0.7603305785123967,249.44261169433597,50.90665544782366
2214,55,532.9525756835938,66.0,25900,Aisa FM,25.0,55,66.0,121.0,0.5454545454545454,532.9525756835938,108.76583177216199
2215,26,289.2889709472656,95.0,25730,Aisa FM,25.0,26,95.0,121.0,0.7851239669421488,289.2889709472656,59.03856549944196
2216,28,278.7081604003906,93.0,25560,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,278.7081604003906,56.87921640824298
2217,32,285.445556640625,78.0,25901,Aisa FM,25.0,32,78.0,110.0,0.7090909090909091,285.445556640625,58.25419523278061
2218,23,216.8406982421875,98.0,26579,Aisa FM,25.0,23,98.0,121.0,0.8099173553719008,216.8406982421875,44.25320372289541
2219,39,375.4949035644531,82.0,26409,Aisa FM,25.0,39,82.0,121.0,0.6776859504132231,375.4949035644531,76.63161297233736
2220,34,297.2245483398437,87.0,26239,Aisa FM,25.0,34,87.0,121.0,0.71900826446281,297.2245483398437,60.658071089764015
2221,35,335.9237365722656,75.0,26069,Aisa FM,25.0,35,75.0,110.0,0.6818181818181818,335.9237365722656,68.55586460658482
2222,28,255.1659240722656,93.0,26580,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,255.1659240722656,52.074678382095016
2223,39,302.11328125,82.0,26410,Aisa FM,25.0,39,82.0,121.0,0.6776859504132231,302.11328125,61.655771683673464
2224,45,375.1541137695313,76.0,26240,Aisa FM,25.0,45,76.0,121.0,0.628099173553719,375.1541137695313,76.56206403459822
2225,41,357.302734375,69.0,26070,Aisa FM,25.0,41,69.0,110.0,0.6272727272727273,357.302734375,72.91892538265306
2226,64,553.6158447265625,46.0,26581,Aisa FM,25.0,64,46.0,110.0,0.4181818181818181,553.6158447265625,112.9828254544005
2227,32,264.66412353515625,78.0,26411,Aisa FM,25.0,32,78.0,110.0,0.7090909090909091,264.66412353515625,54.01308643574617
2228,23,207.206298828125,87.0,26241,Aisa FM,25.0,23,87.0,110.0,0.7909090909090909,207.206298828125,42.28699976084183
2229,29,251.12960815429688,71.0,26071,Aisa FM,25.0,29,71.0,100.0,0.71,251.12960815429688,51.25094043965242
2230,49,436.9991455078125,72.0,26582,Aisa FM,25.0,49,72.0,121.0,0.5950413223140496,436.9991455078125,89.18349908322703
2231,40,312.4040832519531,81.0,26412,Aisa FM,25.0,40,81.0,121.0,0.6694214876033058,312.4040832519531,63.755935357541446
2232,11,92.35687255859376,110.0,26242,Aisa FM,25.0,11,110.0,121.0,0.9090909090909092,92.35687255859376,18.84834133848852
2233,28,268.4963073730469,82.0,26072,Aisa FM,25.0,28,82.0,110.0,0.7454545454545455,268.4963073730469,54.79516477000956
2234,43,380.5859375,78.0,26583,Aisa FM,25.0,43,78.0,121.0,0.6446280991735537,380.5859375,77.67059948979592
2235,17,177.61492919921875,104.0,26413,Aisa FM,25.0,17,104.0,121.0,0.859504132231405,177.61492919921875,36.247944734534435
2236,44,385.2445983886719,77.0,26243,Aisa FM,25.0,44,77.0,121.0,0.6363636363636364,385.2445983886719,78.62134660993303
2237,38,300.7760925292969,72.0,26073,Aisa FM,25.0,38,72.0,110.0,0.6545454545454545,300.7760925292969,61.382876026387116
2238,50,438.1451721191406,71.0,26584,Aisa FM,25.0,50,71.0,121.0,0.5867768595041323,438.1451721191406,89.41738206513074
2239,22,178.41256713867188,99.0,26414,Aisa FM,25.0,22,99.0,121.0,0.8181818181818182,178.41256713867188,36.41072798748405
2240,35,310.5888977050781,86.0,26244,Aisa FM,25.0,35,86.0,121.0,0.7107438016528925,310.5888977050781,63.38548932756696
2241,24,204.8574981689453,86.0,26074,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819,204.8574981689453,41.80765268753986
2242,18,178.63946533203125,103.0,26415,Aisa FM,25.0,18,103.0,121.0,0.8512396694214877,178.63946533203125,36.457033741230866
2244,51,466.4747924804688,59.0,26075,Aisa FM,25.0,51,59.0,110.0,0.5363636363636364,466.4747924804688,95.19893724091199
2245,34,307.0837097167969,87.0,26416,Aisa FM,25.0,34,87.0,121.0,0.71900826446281,307.0837097167969,62.67014484016262
2246,37,341.3604431152344,84.0,26246,Aisa FM,25.0,37,84.0,121.0,0.6942148760330579,341.3604431152344,69.66539655412946
2247,16,156.28695678710938,94.0,26076,Aisa FM,25.0,16,94.0,110.0,0.8545454545454545,156.28695678710938,31.895297303491706
2248,43,376.6500854492188,78.0,26417,Aisa FM,25.0,43,78.0,121.0,0.6446280991735537,376.6500854492188,76.86736437739158
2249,41,359.9964904785156,80.0,26247,Aisa FM,25.0,41,80.0,121.0,0.6611570247933884,359.9964904785156,73.46867152622767
2250,34,295.1943359375,76.0,26077,Aisa FM,25.0,34,76.0,110.0,0.6909090909090909,295.1943359375,60.24374202806122
2251,29,226.41766357421875,81.0,26418,Aisa FM,25.0,29,81.0,110.0,0.7363636363636363,226.41766357421875,46.20768644371811
2252,43,376.6110534667969,67.0,26248,Aisa FM,25.0,43,67.0,110.0,0.6090909090909091,376.6110534667969,76.85939866669324
2253,17,168.575927734375,83.0,26078,Aisa FM,25.0,17,83.0,100.0,0.83,168.575927734375,34.403250558035715
2254,28,261.723388671875,93.0,24027,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,261.723388671875,53.41293646364795
2255,65,574.402099609375,56.0,23857,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,574.402099609375,117.22491828762755
2256,28,278.8382263183594,93.0,24198,Aisa FM,25.0,28,93.0,121.0,0.768595041322314,278.8382263183594,56.90576047313456
2257,44,423.62109375,77.0,24028,Aisa FM,25.0,44,77.0,121.0,0.6363636363636364,423.62109375,86.4532844387755
2258,36,350.20318603515625,85.0,23858,Aisa FM,25.0,36,85.0,121.0,0.7024793388429752,350.20318603515625,71.47003796635842
2259,27,245.7407684326172,94.0,24199,Aisa FM,25.0,27,94.0,121.0,0.7768595041322314,245.7407684326172,50.15117723114636
2260,67,683.673095703125,54.0,24029,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372,683.673095703125,139.52512157206633
2261,44,426.2105712890625,77.0,23859,Aisa FM,25.0,44,77.0,121.0,0.6363636363636364,426.2105712890625,86.98174924266581
2262,22,209.2672119140625,99.0,24200,Aisa FM,25.0,22,99.0,121.0,0.8181818181818182,209.2672119140625,42.70759426817602
2263,30,266.9826354980469,91.0,24030,Aisa FM,25.0,30,91.0,121.0,0.7520661157024794,266.9826354980469,54.48625214245854
2264,65,674.06640625,56.0,23180,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,674.06640625,137.56457270408163
2265,31,283.4301147460937,90.0,23010,Aisa FM,25.0,31,90.0,121.0,0.743801652892562,283.4301147460937,57.84288056042728
2266,63,531.161865234375,47.0,22840,Aisa FM,25.0,63,47.0,110.0,0.4272727272727272,531.161865234375,108.40038066007652
2267,62,529.9865112304688,59.0,22670,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,529.9865112304688,108.16051249601402
2268,59,575.3834838867188,62.0,23181,Aisa FM,25.0,59,62.0,121.0,0.512396694214876,575.3834838867188,117.4252007932079
2269,34,296.7829895019531,87.0,23011,Aisa FM,25.0,34,87.0,121.0,0.71900826446281,296.7829895019531,60.56795704121492
2270,82,687.9437255859375,28.0,22841,Aisa FM,25.0,82,28.0,110.0,0.2545454545454545,687.9437255859375,140.39667869100765
2271,69,579.9962158203125,52.0,22671,Aisa FM,25.0,69,52.0,121.0,0.4297520661157025,579.9962158203125,118.36657465720663
2272,32,290.895751953125,78.0,23182,Aisa FM,25.0,32,78.0,110.0,0.7090909090909091,290.895751953125,59.36647999043367
2273,55,470.0303955078125,55.0,23012,Aisa FM,25.0,55,55.0,110.0,0.5,470.0303955078125,95.92457051179846
2274,26,240.8396759033203,95.0,23860,Aisa FM,25.0,26,95.0,121.0,0.7851239669421488,240.8396759033203,49.150954265983735
