,count,sum,nodata,grid_id,station_name,buffer_km,valid_pixels,nodata_pixels,total_pixels,prop_nodata,population_count,household_count
1368,75,648.7081298828125,46.0,22316,Aisa FM,25.0,75,46.0,121.0,0.3801652892561983,648.7081298828125,132.38941426179846
1369,13,96.05169677734376,108.0,21803,Aisa FM,25.0,13,108.0,121.0,0.8925619834710744,96.05169677734376,19.602387097417093
1372,46,355.04656982421875,75.0,21804,Aisa FM,25.0,46,75.0,121.0,0.6198347107438017,355.04656982421875,72.45848363759566
1373,25,211.11312866210935,96.0,21634,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661,211.11312866210935,43.084311971859044
1374,60,562.5472412109375,50.0,21975,Aisa FM,25.0,60,50.0,110.0,0.4545454545454545,562.5472412109375,114.80555943080357
1375,78,690.0777587890625,43.0,21805,Aisa FM,25.0,78,43.0,121.0,0.3553719008264462,690.0777587890625,140.83219567123723
1376,64,524.1668701171875,57.0,21635,Aisa FM,25.0,64,57.0,121.0,0.4710743801652892,524.1668701171875,106.97283063616071
1377,67,596.02294921875,43.0,21976,Aisa FM,25.0,67,43.0,110.0,0.3909090909090909,596.02294921875,121.63733657525509
1378,27,199.4102325439453,94.0,21806,Aisa FM,25.0,27,94.0,121.0,0.7768595041322314,199.4102325439453,40.69596582529496
1381,40,327.40203857421875,81.0,21466,Aisa FM,25.0,40,81.0,121.0,0.6694214876033058,327.40203857421875,66.8167425661671
1385,38,313.6158447265625,83.0,21467,Aisa FM,25.0,38,83.0,121.0,0.6859504132231405,313.6158447265625,64.00323361766581
1386,40,333.679443359375,70.0,21297,Aisa FM,25.0,40,70.0,110.0,0.6363636363636364,333.679443359375,68.09784558354592
1389,49,432.70947265625,72.0,22146,Aisa FM,25.0,49,72.0,121.0,0.5950413223140496,432.70947265625,88.30805564413265
1390,68,758.052978515625,53.0,22487,Aisa FM,25.0,68,53.0,121.0,0.4380165289256198,758.052978515625,154.70468949298467
1391,29,274.93963623046875,92.0,22317,Aisa FM,25.0,29,92.0,121.0,0.7603305785123967,274.93963623046875,56.1101298429528
1392,26,223.5934600830078,95.0,22147,Aisa FM,25.0,26,95.0,121.0,0.7851239669421488,223.5934600830078,45.631318384287304
1394,15,108.09949493408205,95.0,22318,Aisa FM,25.0,15,95.0,110.0,0.8636363636363636,108.09949493408205,22.061121415118784
1395,43,353.3857116699219,67.0,22148,Aisa FM,25.0,43,67.0,110.0,0.6090909090909091,353.3857116699219,72.1195329938616
1396,15,137.99510192871094,106.0,22489,Aisa FM,25.0,15,106.0,121.0,0.8760330578512396,137.99510192871094,28.162265699736924
1397,35,249.15719604492188,86.0,22319,Aisa FM,25.0,35,86.0,121.0,0.7107438016528925,249.15719604492188,50.8484073561065
1398,66,487.2431640625,55.0,22149,Aisa FM,25.0,66,55.0,121.0,0.4545454545454545,487.2431640625,99.43738042091836
1399,68,543.8114013671875,53.0,21636,Aisa FM,25.0,68,53.0,121.0,0.4380165289256198,543.8114013671875,110.98191864636479
1400,66,574.060791015625,44.0,21977,Aisa FM,25.0,66,44.0,110.0,0.4,574.060791015625,117.15526347257652
1401,85,753.4812622070312,36.0,21807,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248,753.4812622070312,153.77168616470024
1402,24,204.93833923339844,97.0,21637,Aisa FM,25.0,24,97.0,121.0,0.8016528925619835,204.93833923339844,41.82415086395886
1404,25,218.5201416015625,85.0,21808,Aisa FM,25.0,25,85.0,110.0,0.7727272727272727,218.5201416015625,44.595947265625
1406,55,417.1120910644531,55.0,21979,Aisa FM,25.0,55,55.0,110.0,0.5,417.1120910644531,85.12491654376593
1407,13,97.99173736572266,108.0,21809,Aisa FM,25.0,13,108.0,121.0,0.8925619834710744,97.99173736572266,19.998313748106664
1409,47,675.935302734375,74.0,19760,Aisa FM,25.0,47,74.0,121.0,0.6115702479338843,675.935302734375,137.94598014987244
1410,95,1777.92041015625,26.0,20609,Aisa FM,25.0,95,26.0,121.0,0.2148760330578512,1777.92041015625,362.8409000318877
1411,84,1406.12890625,26.0,20439,Aisa FM,25.0,84,26.0,110.0,0.2363636363636363,1406.12890625,286.96508290816325
1412,14,163.02471923828125,107.0,20780,Aisa FM,25.0,14,107.0,121.0,0.8842975206611571,163.02471923828125,33.270350864955354
1413,71,1033.955810546875,50.0,20610,Aisa FM,25.0,71,50.0,121.0,0.4132231404958678,1033.955810546875,211.01138990752548
1414,59,921.77197265625,51.0,20440,Aisa FM,25.0,59,51.0,110.0,0.4636363636363636,921.77197265625,188.1167291135204
1415,37,414.6298828125,73.0,20781,Aisa FM,25.0,37,73.0,110.0,0.6636363636363637,414.6298828125,84.61834343112244
1416,44,600.5098876953125,66.0,20611,Aisa FM,25.0,44,66.0,110.0,0.6,600.5098876953125,122.55303830516581
1417,54,721.9644775390625,46.0,20441,Aisa FM,25.0,54,46.0,100.0,0.46,721.9644775390625,147.3396892936862
1418,85,996.239501953125,36.0,20782,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248,996.239501953125,203.31418407206633
1419,74,1001.1058959960938,47.0,20612,Aisa FM,25.0,74,47.0,121.0,0.3884297520661157,1001.1058959960938,204.3073257134885
1420,89,1273.5386962890625,32.0,20270,Aisa FM,25.0,89,32.0,121.0,0.2644628099173554,1273.5386962890625,259.90585638552295
1421,58,712.628662109375,63.0,20100,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,712.628662109375,145.43442083864795
1422,93,1265.933349609375,28.0,19930,Aisa FM,25.0,93,28.0,121.0,0.2314049586776859,1265.933349609375,258.35374481823976
1423,86,1169.43603515625,24.0,20271,Aisa FM,25.0,86,24.0,110.0,0.2181818181818181,1169.43603515625,238.66041533801018
1424,24,281.3900756835937,86.0,20101,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819,281.3900756835937,57.42654605787626
1425,43,536.6332397460938,67.0,19931,Aisa FM,25.0,43,67.0,110.0,0.6090909090909091,536.6332397460938,109.51698770328443
1426,81,1032.4893798828125,40.0,20272,Aisa FM,25.0,81,40.0,121.0,0.3305785123966942,1032.4893798828125,210.71211834343111
1427,83,936.2647094726562,38.0,20102,Aisa FM,25.0,83,38.0,121.0,0.3140495867768595,936.2647094726562,191.0744305046237
1428,11,115.56171417236328,110.0,19932,Aisa FM,25.0,11,110.0,121.0,0.9090909090909092,115.56171417236328,23.5840233004823
1429,35,380.45062255859375,86.0,20273,Aisa FM,25.0,35,86.0,121.0,0.7107438016528925,380.45062255859375,77.64298419563137
1430,50,607.2509765625,60.0,19761,Aisa FM,25.0,50,60.0,110.0,0.5454545454545454,607.2509765625,123.92877072704081
1431,65,723.84423828125,35.0,19591,Aisa FM,25.0,65,35.0,100.0,0.35,723.84423828125,147.72331393494898
1437,15,147.82496643066406,95.0,20442,Aisa FM,25.0,15,95.0,110.0,0.8636363636363636,147.82496643066406,30.16836049605389
1438,85,971.0357055664062,36.0,20783,Aisa FM,25.0,85,36.0,121.0,0.2975206611570248,971.0357055664062,198.17055215640943
1439,95,1127.609130859375,26.0,20613,Aisa FM,25.0,95,26.0,121.0,0.2148760330578512,1127.609130859375,230.1243124202806
1440,24,286.866455078125,86.0,20443,Aisa FM,25.0,24,86.0,110.0,0.7818181818181819,286.866455078125,58.54417450573979
1441,65,692.7023315429688,56.0,20784,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,692.7023315429688,141.36782276387117
1442,17,171.47103881835938,104.0,20614,Aisa FM,25.0,17,104.0,121.0,0.859504132231405,171.47103881835938,34.994089554767214
1457,81,1010.7686767578124,40.0,20103,Aisa FM,25.0,81,40.0,121.0,0.3305785123966942,1010.7686767578124,206.27932178730865
1458,25,262.9619445800781,96.0,19933,Aisa FM,25.0,25,96.0,121.0,0.7933884297520661,262.9619445800781,53.665702975526145
1475,88,756.2066040039062,22.0,19768,Aisa FM,25.0,88,22.0,110.0,0.2,756.2066040039062,154.32787836814413
1483,13,92.7489776611328,97.0,20788,Aisa FM,25.0,13,97.0,110.0,0.8818181818181818,92.7489776611328,18.928362787986284
1484,46,357.59881591796875,64.0,20618,Aisa FM,25.0,46,64.0,110.0,0.5818181818181818,357.59881591796875,72.97935018734056
1486,79,640.6675415039062,42.0,20789,Aisa FM,25.0,79,42.0,121.0,0.3471074380165289,640.6675415039062,130.74847785794003
1494,45,358.4904479980469,76.0,20279,Aisa FM,25.0,45,76.0,121.0,0.628099173553719,358.4904479980469,73.16131591796875
1496,32,298.9566650390625,89.0,19939,Aisa FM,25.0,32,89.0,121.0,0.7355371900826446,298.9566650390625,61.01156429368622
1507,17,149.91822814941406,93.0,21468,Aisa FM,25.0,17,93.0,110.0,0.8454545454545455,149.91822814941406,30.59555676518654
1514,49,388.2579345703125,72.0,20959,Aisa FM,25.0,49,72.0,121.0,0.5950413223140496,388.2579345703125,79.23631317761479
1515,32,229.62457275390625,89.0,21470,Aisa FM,25.0,32,89.0,121.0,0.7355371900826446,229.62457275390625,46.862157704878825
1516,74,557.60205078125,36.0,21300,Aisa FM,25.0,74,36.0,110.0,0.3272727272727272,557.60205078125,113.79633689413265
1517,43,320.52716064453125,78.0,21130,Aisa FM,25.0,43,78.0,121.0,0.6446280991735537,320.52716064453125,65.41370625398596
1518,53,425.1808471679688,68.0,20960,Aisa FM,25.0,53,68.0,121.0,0.5619834710743802,425.1808471679688,86.77160146285077
1519,47,377.30316162109375,74.0,21471,Aisa FM,25.0,47,74.0,121.0,0.6115702479338843,377.30316162109375,77.00064522879464
1520,72,558.253662109375,38.0,21301,Aisa FM,25.0,72,38.0,110.0,0.3454545454545454,558.253662109375,113.92931879783163
1521,80,584.6593017578125,41.0,21131,Aisa FM,25.0,80,41.0,121.0,0.3388429752066115,584.6593017578125,119.31822484853315
1522,79,712.0704956054688,42.0,20961,Aisa FM,25.0,79,42.0,121.0,0.3471074380165289,712.0704956054688,145.32050930723852
1523,61,521.9549560546875,60.0,21472,Aisa FM,25.0,61,60.0,121.0,0.4958677685950413,521.9549560546875,106.52141960299744
1524,59,452.8387451171875,51.0,21302,Aisa FM,25.0,59,51.0,110.0,0.4636363636363636,452.8387451171875,92.41607043207908
1525,60,593.593994140625,61.0,21132,Aisa FM,25.0,60,61.0,121.0,0.5041322314049587,593.593994140625,121.14163145727039
1526,76,824.7433471679688,45.0,20962,Aisa FM,25.0,76,45.0,121.0,0.371900826446281,824.7433471679688,168.31496880978952
1527,62,561.44775390625,59.0,22490,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,561.44775390625,114.58117426658163
1528,22,155.77804565429688,99.0,22320,Aisa FM,25.0,22,99.0,121.0,0.8181818181818182,155.77804565429688,31.791437888632014
1529,76,627.30322265625,45.0,22150,Aisa FM,25.0,76,45.0,121.0,0.371900826446281,627.30322265625,128.02106584821428
1530,52,463.5609130859375,69.0,22491,Aisa FM,25.0,52,69.0,121.0,0.5702479338842975,463.5609130859375,94.60426797672193
1531,37,357.2212829589844,84.0,22321,Aisa FM,25.0,37,84.0,121.0,0.6942148760330579,357.2212829589844,72.90230264469068
1532,20,156.5428924560547,101.0,22151,Aisa FM,25.0,20,101.0,121.0,0.8347107438016529,156.5428924560547,31.94752907266422
1533,57,530.1148681640625,64.0,22492,Aisa FM,25.0,57,64.0,121.0,0.5289256198347108,530.1148681640625,108.18670778858417
1534,60,576.809326171875,61.0,22322,Aisa FM,25.0,60,61.0,121.0,0.5041322314049587,576.809326171875,117.71618901466836
1535,37,336.0091247558594,84.0,22152,Aisa FM,25.0,37,84.0,121.0,0.6942148760330579,336.0091247558594,68.57329076650191
1536,66,521.2996826171875,55.0,22493,Aisa FM,25.0,66,55.0,121.0,0.4545454545454545,521.2996826171875,106.38769033003825
1537,85,763.7108154296875,25.0,21980,Aisa FM,25.0,85,25.0,110.0,0.2272727272727272,763.7108154296875,155.85935008769133
1538,62,455.2390747070313,59.0,21810,Aisa FM,25.0,62,59.0,121.0,0.4876033057851239,455.2390747070313,92.90593361367985
1539,56,408.554931640625,65.0,21640,Aisa FM,25.0,56,65.0,121.0,0.5371900826446281,408.554931640625,83.37855747767857
1540,74,590.5694580078125,36.0,21981,Aisa FM,25.0,74,36.0,110.0,0.3272727272727272,590.5694580078125,120.52437918526785
1541,58,450.806396484375,63.0,21811,Aisa FM,25.0,58,63.0,121.0,0.5206611570247934,450.806396484375,92.00130540497449
1542,67,531.46240234375,54.0,21641,Aisa FM,25.0,67,54.0,121.0,0.4462809917355372,531.46240234375,108.4617147640306
1543,39,317.7085266113281,71.0,21982,Aisa FM,25.0,39,71.0,110.0,0.6454545454545455,317.7085266113281,64.83847481863839
1544,80,600.77783203125,41.0,21812,Aisa FM,25.0,80,41.0,121.0,0.3388429752066115,600.77783203125,122.60772082270407
1545,78,631.3385620117188,43.0,21642,Aisa FM,25.0,78,43.0,121.0,0.3553719008264462,631.3385620117188,128.8446044921875
1546,53,465.4950866699219,57.0,21983,Aisa FM,25.0,53,57.0,110.0,0.5181818181818182,465.4950866699219,94.99899727957589
1547,83,679.0721435546875,38.0,21473,Aisa FM,25.0,83,38.0,121.0,0.3140495867768595,679.0721435546875,138.58615174585458
1548,49,387.9539794921875,61.0,21303,Aisa FM,25.0,49,61.0,110.0,0.5545454545454546,387.9539794921875,79.17428152901785
1549,81,734.47314453125,40.0,21133,Aisa FM,25.0,81,40.0,121.0,0.3305785123966942,734.47314453125,149.8924784757653
1550,45,327.6275329589844,76.0,20963,Aisa FM,25.0,45,76.0,121.0,0.628099173553719,327.6275329589844,66.86276182836416
1551,35,274.9524230957031,86.0,21474,Aisa FM,25.0,35,86.0,121.0,0.7107438016528925,274.9524230957031,56.11273940728635
1552,52,528.4559326171875,58.0,21304,Aisa FM,25.0,52,58.0,110.0,0.5272727272727272,528.4559326171875,107.84814951371173
1553,69,593.1116943359375,52.0,21134,Aisa FM,25.0,69,52.0,121.0,0.4297520661157025,593.1116943359375,121.04320292570152
1554,84,678.3084716796875,37.0,20964,Aisa FM,25.0,84,37.0,121.0,0.3057851239669421,678.3084716796875,138.43030034279334
1555,83,630.5169677734375,27.0,21475,Aisa FM,25.0,83,27.0,110.0,0.2454545454545454,630.5169677734375,128.6769321986607
1556,14,96.47657012939452,86.0,21305,Aisa FM,25.0,14,86.0,100.0,0.86,96.47657012939452,19.68909594477439
1557,65,555.4425048828125,56.0,22323,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,555.4425048828125,113.3556132413903
1558,21,161.88319396972656,100.0,22153,Aisa FM,25.0,21,100.0,121.0,0.8264462809917356,161.88319396972656,33.03738652443399
1559,59,511.1537780761719,62.0,22494,Aisa FM,25.0,59,62.0,121.0,0.512396694214876,511.1537780761719,104.31709756656568
1560,26,210.52426147460935,95.0,22324,Aisa FM,25.0,26,95.0,121.0,0.7851239669421488,210.52426147460935,42.96413499481823
1561,65,529.7117919921875,56.0,22154,Aisa FM,25.0,65,56.0,121.0,0.4628099173553719,529.7117919921875,108.10444734534438
1562,35,300.3203125,75.0,22495,Aisa FM,25.0,35,75.0,110.0,0.6818181818181818,300.3203125,61.289859693877546
1564,49,403.3553771972656,61.0,22155,Aisa FM,25.0,49,61.0,110.0,0.5545454545454546,403.3553771972656,82.31742391780931
1565,29,257.0016174316406,92.0,22496,Aisa FM,25.0,29,92.0,121.0,0.7603305785123967,257.0016174316406,52.44930967992666
